"","GW","id","home","team_h","away","team_a","finished","kickoff","team_h_score","team_a_score"
"346",44,350,"WOL",20,"EVE",8,TRUE,"2020-07-12T11:00:00Z",3,0
"347",44,341,"AVL",2,"CRY",7,TRUE,"2020-07-12T13:15:00Z",2,0
"348",44,348,"TOT",17,"ARS",1,TRUE,"2020-07-12T15:30:00Z",2,1
"349",44,342,"BOU",3,"LEI",9,TRUE,"2020-07-12T18:00:00Z",4,1
"350",44,345,"MUN",12,"SOU",16,TRUE,"2020-07-13T19:00:00Z",2,2
"351",45,353,"CHE",6,"NOR",14,TRUE,"2020-07-14T19:15:00Z",1,0
"352",45,352,"BUR",5,"WOL",20,TRUE,"2020-07-15T17:00:00Z",1,1
"353",45,357,"MCI",11,"BOU",3,TRUE,"2020-07-15T17:00:00Z",2,1
"354",45,358,"NEW",13,"TOT",17,TRUE,"2020-07-15T17:00:00Z",1,3
"355",45,351,"ARS",1,"LIV",10,TRUE,"2020-07-15T19:15:00Z",2,1
"356",45,355,"EVE",8,"AVL",2,TRUE,"2020-07-16T17:00:00Z",1,1
"357",45,356,"LEI",9,"SHU",15,TRUE,"2020-07-16T17:00:00Z",2,0
"358",45,354,"CRY",7,"MUN",12,TRUE,"2020-07-16T19:15:00Z",0,2
"359",45,359,"SOU",16,"BHA",4,TRUE,"2020-07-16T19:15:00Z",1,1
"360",45,360,"WHU",19,"WAT",18,TRUE,"2020-07-17T19:00:00Z",3,1
"361",46,366,"NOR",14,"BUR",5,TRUE,"2020-07-18T16:30:00Z",0,2
"362",46,362,"BOU",3,"SOU",16,TRUE,"2020-07-19T13:00:00Z",0,2
"363",46,368,"TOT",17,"LEI",9,TRUE,"2020-07-19T15:00:00Z",3,0
"364",46,363,"BHA",4,"NEW",13,TRUE,"2020-07-20T17:00:00Z",0,0
"365",46,367,"SHU",15,"EVE",8,TRUE,"2020-07-20T17:00:00Z",0,1
"366",46,370,"WOL",20,"CRY",7,TRUE,"2020-07-20T19:15:00Z",2,0
"367",46,369,"WAT",18,"MCI",11,TRUE,"2020-07-21T17:00:00Z",0,4
"368",46,361,"AVL",2,"ARS",1,TRUE,"2020-07-21T19:15:00Z",1,0
"369",46,365,"MUN",12,"WHU",19,TRUE,"2020-07-22T17:00:00Z",1,1
"370",46,364,"LIV",10,"CHE",6,TRUE,"2020-07-22T19:15:00Z",5,3
"371",47,371,"ARS",1,"WAT",18,TRUE,"2020-07-26T15:00:00Z",3,2
"372",47,372,"BUR",5,"BHA",4,TRUE,"2020-07-26T15:00:00Z",1,2
"373",47,373,"CHE",6,"WOL",20,TRUE,"2020-07-26T15:00:00Z",2,0
"374",47,374,"CRY",7,"TOT",17,TRUE,"2020-07-26T15:00:00Z",1,1
"375",47,375,"EVE",8,"BOU",3,TRUE,"2020-07-26T15:00:00Z",1,3
"376",47,376,"LEI",9,"MUN",12,TRUE,"2020-07-26T15:00:00Z",0,2
"377",47,377,"MCI",11,"NOR",14,TRUE,"2020-07-26T15:00:00Z",5,0
"378",47,378,"NEW",13,"LIV",10,TRUE,"2020-07-26T15:00:00Z",1,3
"379",47,379,"SOU",16,"SHU",15,TRUE,"2020-07-26T15:00:00Z",3,1
"380",47,380,"WHU",19,"AVL",2,TRUE,"2020-07-26T15:00:00Z",1,1
