,"element","fixture","opponent_team","total_points","was_home","kickoff_time","team_h_score","team_a_score","round","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","value","transfers_balance","selected","transfers_in","transfers_out","playername"
1,1,1,3,1,FALSE,"2021-08-13T19:00:00Z",2,0,1,90,0,0,0,2,0,0,0,0,0,1,0,11,"11.8","0.0","0.0","1.2",50,0,153122,0,0,"Bernd Leno"
2,1,18,6,2,TRUE,"2021-08-22T15:30:00Z",0,2,2,90,0,0,0,2,0,0,0,0,0,3,0,17,"24.2","0.0","0.0","2.4",50,-25816,144885,2627,28443,"Bernd Leno"
3,1,24,12,1,FALSE,"2021-08-28T11:30:00Z",5,0,3,90,0,0,0,5,0,0,0,0,0,5,0,20,"43.0","0.0","0.0","4.3",49,-14559,136757,5164,19723,"Bernd Leno"
4,1,31,15,0,TRUE,"2021-09-11T14:00:00Z",1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",49,6564,153130,35360,28796,"Bernd Leno"
5,1,43,5,0,FALSE,"2021-09-18T14:00:00Z",0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",49,-23847,129851,4822,28669,"Bernd Leno"
6,1,51,17,0,TRUE,"2021-09-26T15:30:00Z",3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",48,-18282,113567,2641,20923,"Bernd Leno"
7,1,61,4,0,FALSE,"2021-10-02T16:30:00Z",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",48,-10232,104952,1867,12099,"Bernd Leno"
8,1,71,7,0,TRUE,"2021-10-18T19:00:00Z",2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",47,-7660,98912,1943,9603,"Bernd Leno"
9,1,81,2,0,TRUE,"2021-10-22T19:00:00Z",3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",47,-4434,95264,1095,5529,"Bernd Leno"
10,1,93,9,0,FALSE,"2021-10-30T11:30:00Z",0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",47,-4672,91686,1348,6020,"Bernd Leno"
11,1,101,18,0,TRUE,"2021-11-07T14:00:00Z",1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",47,-4246,88230,985,5231,"Bernd Leno"
12,1,114,11,0,FALSE,"2021-11-20T17:30:00Z",4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",46,-3069,85968,1016,4085,"Bernd Leno"
13,1,121,14,0,TRUE,"2021-11-27T12:30:00Z",2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",46,-1869,84519,561,2430,"Bernd Leno"
14,1,134,13,0,FALSE,"2021-12-02T20:15:00Z",3,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",46,-1431,83324,321,1752,"Bernd Leno"
15,1,142,8,0,FALSE,"2021-12-06T20:00:00Z",2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",46,-1370,82225,440,1810,"Bernd Leno"
16,1,151,16,0,TRUE,"2021-12-11T15:00:00Z",3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",46,-2184,80128,320,2504,"Bernd Leno"
17,1,161,19,0,TRUE,"2021-12-15T20:00:00Z",2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",46,-1821,78426,92,1913,"Bernd Leno"
18,1,173,10,0,FALSE,"2021-12-18T17:30:00Z",1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",46,-1234,77133,150,1384,"Bernd Leno"
19,1,187,15,0,FALSE,"2021-12-26T15:00:00Z",0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-675,76933,559,1234,"Bernd Leno"
20,1,201,12,0,TRUE,"2022-01-01T12:30:00Z",1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-366,76454,443,809,"Bernd Leno"
21,1,221,5,0,TRUE,"2022-01-23T14:00:00Z",0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-525,75890,337,862,"Bernd Leno"
22,1,236,20,0,FALSE,"2022-02-10T19:45:00Z",0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-501,75699,408,909,"Bernd Leno"
23,1,251,3,0,TRUE,"2022-02-19T15:00:00Z",2,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-661,74577,176,837,"Bernd Leno"
24,1,191,20,0,TRUE,"2022-02-24T19:45:00Z",2,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-661,74577,176,837,"Bernd Leno"
25,1,279,18,0,FALSE,"2022-03-06T14:00:00Z",2,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-165,74794,295,460,"Bernd Leno"
26,1,281,9,0,TRUE,"2022-03-13T16:30:00Z",2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-227,74799,353,580,"Bernd Leno"
27,1,261,11,0,TRUE,"2022-03-16T20:15:00Z",0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-227,74799,353,580,"Bernd Leno"
28,1,291,2,6,FALSE,"2022-03-19T12:30:00Z",0,1,30,90,0,0,1,0,0,0,0,0,0,1,0,21,"6.0","0.0","0.0","0.6",45,-192,75131,290,482,"Bernd Leno"
29,1,304,7,0,FALSE,"2022-04-04T19:00:00Z",3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,11854,87600,13118,1264,"Bernd Leno"
30,1,311,4,0,TRUE,"2022-04-09T14:00:00Z",1,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-3486,83902,1415,4901,"Bernd Leno"
31,1,326,16,0,FALSE,"2022-04-16T14:00:00Z",1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",45,-3290,80619,348,3638,"Bernd Leno"
