"","id","name","deadline_time","average_entry_score","finished","data_checked","highest_scoring_entry","deadline_time_epoch","deadline_time_game_offset","highest_score","is_previous","is_current","is_next","cup_leagues_created","h2h_ko_matches_created","chip_name","num_played","most_selected","most_transferred_in","top_element","top_element_info.id","top_element_info.points","transfers_made","most_captained","most_vice_captained"
"137",35,"Gameweek 35","2022-04-30T10:00:00Z",44,TRUE,TRUE, 405443,1651312800,0,129,FALSE,FALSE,FALSE,TRUE,TRUE,"wildcard", 127267,233,263,359,359, 19, 6143352,233,233
"138",35,"Gameweek 35","2022-04-30T10:00:00Z",44,TRUE,TRUE, 405443,1651312800,0,129,FALSE,FALSE,FALSE,TRUE,TRUE,"3xc",  37782,233,263,359,359, 19, 6143352,233,233
"139",36,"Gameweek 36","2022-05-07T12:30:00Z",79,TRUE,TRUE,5598469,1651926600,0,225,FALSE,FALSE,FALSE,TRUE,TRUE,"bboost", 850173,233, 20,251,251, 30, 9130198,233,233
"140",36,"Gameweek 36","2022-05-07T12:30:00Z",79,TRUE,TRUE,5598469,1651926600,0,225,FALSE,FALSE,FALSE,TRUE,TRUE,"freehit", 179970,233, 20,251,251, 30, 9130198,233,233
"141",36,"Gameweek 36","2022-05-07T12:30:00Z",79,TRUE,TRUE,5598469,1651926600,0,225,FALSE,FALSE,FALSE,TRUE,TRUE,"wildcard", 113772,233, 20,251,251, 30, 9130198,233,233
"142",36,"Gameweek 36","2022-05-07T12:30:00Z",79,TRUE,TRUE,5598469,1651926600,0,225,FALSE,FALSE,FALSE,TRUE,TRUE,"3xc", 369168,233, 20,251,251, 30, 9130198,233,233
"143",37,"Gameweek 37","2022-05-15T09:30:00Z",43,TRUE,TRUE,6543240,1652607000,0,166,TRUE,FALSE,FALSE,TRUE,TRUE,"bboost", 235300,233,359,212,212, 25,12404447,233,359
"144",37,"Gameweek 37","2022-05-15T09:30:00Z",43,TRUE,TRUE,6543240,1652607000,0,166,TRUE,FALSE,FALSE,TRUE,TRUE,"freehit", 396962,233,359,212,212, 25,12404447,233,359
"145",37,"Gameweek 37","2022-05-15T09:30:00Z",43,TRUE,TRUE,6543240,1652607000,0,166,TRUE,FALSE,FALSE,TRUE,TRUE,"wildcard", 139309,233,359,212,212, 25,12404447,233,359
"146",37,"Gameweek 37","2022-05-15T09:30:00Z",43,TRUE,TRUE,6543240,1652607000,0,166,TRUE,FALSE,FALSE,TRUE,TRUE,"3xc", 177851,233,359,212,212, 25,12404447,233,359
"147",38,"Gameweek 38","2022-05-22T13:30:00Z",50,TRUE,TRUE, 797216,1653226200,0,135,FALSE,TRUE,FALSE,TRUE,TRUE,"bboost", 346490,256,359,701,701, 16, 8851595,233,359
"148",38,"Gameweek 38","2022-05-22T13:30:00Z",50,TRUE,TRUE, 797216,1653226200,0,135,FALSE,TRUE,FALSE,TRUE,TRUE,"freehit", 228651,256,359,701,701, 16, 8851595,233,359
"149",38,"Gameweek 38","2022-05-22T13:30:00Z",50,TRUE,TRUE, 797216,1653226200,0,135,FALSE,TRUE,FALSE,TRUE,TRUE,"wildcard", 131714,256,359,701,701, 16, 8851595,233,359
"150",38,"Gameweek 38","2022-05-22T13:30:00Z",50,TRUE,TRUE, 797216,1653226200,0,135,FALSE,TRUE,FALSE,TRUE,TRUE,"3xc", 259017,256,359,701,701, 16, 8851595,233,359
