"","GW","id","home","team_h","away","team_a","finished","kickoff","team_h_score","team_a_score"
"79",8,77,"NEW",14,"TOT",17,TRUE,"2021-10-17T15:30:00Z",2,3
"80",8,71,"ARS",1,"CRY",7,TRUE,"2021-10-18T19:00:00Z",2,2
"81",9,81,"ARS",1,"AVL",2,TRUE,"2021-10-22T19:00:00Z",3,1
"82",9,84,"CHE",6,"NOR",15,TRUE,"2021-10-23T11:30:00Z",7,0
"83",9,85,"CRY",7,"NEW",14,TRUE,"2021-10-23T14:00:00Z",1,1
"84",9,86,"EVE",8,"WAT",18,TRUE,"2021-10-23T14:00:00Z",2,5
"85",9,87,"LEE",10,"WOL",20,TRUE,"2021-10-23T14:00:00Z",1,1
"86",9,89,"SOU",16,"BUR",5,TRUE,"2021-10-23T14:00:00Z",2,2
"87",9,83,"BHA",4,"MCI",12,TRUE,"2021-10-23T16:30:00Z",1,4
"88",9,82,"BRE",3,"LEI",9,TRUE,"2021-10-24T13:00:00Z",1,2
"89",9,90,"WHU",19,"TOT",17,TRUE,"2021-10-24T13:00:00Z",1,0
"90",9,88,"MUN",13,"LIV",11,TRUE,"2021-10-24T15:30:00Z",0,5
"91",10,93,"LEI",9,"ARS",1,TRUE,"2021-10-30T11:30:00Z",0,2
"92",10,92,"BUR",5,"BRE",3,TRUE,"2021-10-30T14:00:00Z",3,1
"93",10,94,"LIV",11,"BHA",4,TRUE,"2021-10-30T14:00:00Z",2,2
"94",10,95,"MCI",12,"CRY",7,TRUE,"2021-10-30T14:00:00Z",0,2
"95",10,96,"NEW",14,"CHE",6,TRUE,"2021-10-30T14:00:00Z",0,3
"96",10,99,"WAT",18,"SOU",16,TRUE,"2021-10-30T14:00:00Z",0,1
"97",10,98,"TOT",17,"MUN",13,TRUE,"2021-10-30T16:30:00Z",0,3
"98",10,97,"NOR",15,"LEE",10,TRUE,"2021-10-31T14:00:00Z",1,2
"99",10,91,"AVL",2,"WHU",19,TRUE,"2021-10-31T16:30:00Z",1,4
"100",10,100,"WOL",20,"EVE",8,TRUE,"2021-11-01T20:00:00Z",2,1
"101",11,109,"SOU",16,"AVL",2,TRUE,"2021-11-05T20:00:00Z",1,0
"102",11,108,"MUN",13,"MCI",12,TRUE,"2021-11-06T12:30:00Z",0,2
"103",11,102,"BRE",3,"NOR",15,TRUE,"2021-11-06T15:00:00Z",1,2
"104",11,104,"CHE",6,"BUR",5,TRUE,"2021-11-06T15:00:00Z",1,1
"105",11,105,"CRY",7,"WOL",20,TRUE,"2021-11-06T15:00:00Z",2,0
"106",11,103,"BHA",4,"NEW",14,TRUE,"2021-11-06T17:30:00Z",1,1
"107",11,101,"ARS",1,"WAT",18,TRUE,"2021-11-07T14:00:00Z",1,0
"108",11,106,"EVE",8,"TOT",17,TRUE,"2021-11-07T14:00:00Z",0,0
"109",11,107,"LEE",10,"LEI",9,TRUE,"2021-11-07T14:00:00Z",1,1
"110",11,110,"WHU",19,"LIV",11,TRUE,"2021-11-07T16:30:00Z",3,2
"111",12,113,"LEI",9,"CHE",6,TRUE,"2021-11-20T12:30:00Z",0,3
"112",12,111,"AVL",2,"BHA",4,TRUE,"2021-11-20T15:00:00Z",2,0
"113",12,112,"BUR",5,"CRY",7,TRUE,"2021-11-20T15:00:00Z",3,3
"114",12,116,"NEW",14,"BRE",3,TRUE,"2021-11-20T15:00:00Z",3,3
"115",12,117,"NOR",15,"SOU",16,TRUE,"2021-11-20T15:00:00Z",2,1
"116",12,119,"WAT",18,"MUN",13,TRUE,"2021-11-20T15:00:00Z",4,1
"117",12,120,"WOL",20,"WHU",19,TRUE,"2021-11-20T15:00:00Z",1,0
"118",12,114,"LIV",11,"ARS",1,TRUE,"2021-11-20T17:30:00Z",4,0
"119",12,115,"MCI",12,"EVE",8,TRUE,"2021-11-21T14:00:00Z",3,0
"120",12,118,"TOT",17,"LEE",10,TRUE,"2021-11-21T16:30:00Z",2,1
"121",13,121,"ARS",1,"NEW",14,TRUE,"2021-11-27T12:30:00Z",2,0
"122",13,126,"CRY",7,"AVL",2,TRUE,"2021-11-27T15:00:00Z",1,2
"123",13,128,"LIV",11,"SOU",16,TRUE,"2021-11-27T15:00:00Z",4,0
"124",13,130,"NOR",15,"WOL",20,TRUE,"2021-11-27T15:00:00Z",0,0
"125",13,123,"BHA",4,"LEE",10,TRUE,"2021-11-27T17:30:00Z",0,0
"126",13,122,"BRE",3,"EVE",8,TRUE,"2021-11-28T14:00:00Z",1,0
"127",13,127,"LEI",9,"WAT",18,TRUE,"2021-11-28T14:00:00Z",4,2
"128",13,129,"MCI",12,"WHU",19,TRUE,"2021-11-28T14:00:00Z",2,1
"129",13,125,"CHE",6,"MUN",13,TRUE,"2021-11-28T16:30:00Z",1,1
"130",14,138,"NEW",14,"NOR",15,TRUE,"2021-11-30T19:30:00Z",1,1
"131",14,133,"LEE",10,"CRY",7,TRUE,"2021-11-30T20:15:00Z",1,0
"132",14,139,"SOU",16,"LEI",9,TRUE,"2021-12-01T19:30:00Z",2,2
"133",14,135,"WAT",18,"CHE",6,TRUE,"2021-12-01T19:30:00Z",1,2
"134",14,136,"WHU",19,"BHA",4,TRUE,"2021-12-01T19:30:00Z",1,1
"135",14,137,"WOL",20,"BUR",5,TRUE,"2021-12-01T19:30:00Z",0,0
"136",14,131,"AVL",2,"MCI",12,TRUE,"2021-12-01T20:15:00Z",1,2
"137",14,132,"EVE",8,"LIV",11,TRUE,"2021-12-01T20:15:00Z",1,4
"138",14,140,"TOT",17,"BRE",3,TRUE,"2021-12-02T19:30:00Z",2,0
"139",14,134,"MUN",13,"ARS",1,TRUE,"2021-12-02T20:15:00Z",3,2
"140",15,149,"WHU",19,"CHE",6,TRUE,"2021-12-04T12:30:00Z",3,2
"141",15,145,"NEW",14,"BUR",5,TRUE,"2021-12-04T15:00:00Z",1,0
"142",15,146,"SOU",16,"BHA",4,TRUE,"2021-12-04T15:00:00Z",1,1
"143",15,150,"WOL",20,"LIV",11,TRUE,"2021-12-04T15:00:00Z",0,1
"144",15,148,"WAT",18,"MCI",12,TRUE,"2021-12-04T17:30:00Z",1,3
"145",15,143,"LEE",10,"BRE",3,TRUE,"2021-12-05T14:00:00Z",2,2
"146",15,144,"MUN",13,"CRY",7,TRUE,"2021-12-05T14:00:00Z",1,0
"147",15,147,"TOT",17,"NOR",15,TRUE,"2021-12-05T14:00:00Z",3,0
"148",15,141,"AVL",2,"LEI",9,TRUE,"2021-12-05T16:30:00Z",2,1
"149",15,142,"EVE",8,"ARS",1,TRUE,"2021-12-06T20:00:00Z",2,1
"150",16,152,"BRE",3,"WAT",18,TRUE,"2021-12-10T20:00:00Z",2,1
"151",16,159,"MCI",12,"WOL",20,TRUE,"2021-12-11T12:30:00Z",1,0
"152",16,151,"ARS",1,"SOU",16,TRUE,"2021-12-11T15:00:00Z",3,0
"153",16,155,"CHE",6,"LEE",10,TRUE,"2021-12-11T15:00:00Z",3,2
"154",16,158,"LIV",11,"AVL",2,TRUE,"2021-12-11T15:00:00Z",1,0
"155",16,160,"NOR",15,"MUN",13,TRUE,"2021-12-11T17:30:00Z",0,1
"156",16,154,"BUR",5,"WHU",19,TRUE,"2021-12-12T14:00:00Z",0,0
"157",16,157,"LEI",9,"NEW",14,TRUE,"2021-12-12T14:00:00Z",4,0
"158",16,156,"CRY",7,"EVE",8,TRUE,"2021-12-12T16:30:00Z",3,1
"159",17,167,"NOR",15,"AVL",2,TRUE,"2021-12-14T19:45:00Z",0,2
"160",17,170,"MCI",12,"LEE",10,TRUE,"2021-12-14T20:00:00Z",7,0
"161",17,163,"BHA",4,"WOL",20,TRUE,"2021-12-15T19:30:00Z",0,1
"162",17,165,"CRY",7,"SOU",16,TRUE,"2021-12-15T19:30:00Z",2,2
"163",17,161,"ARS",1,"WHU",19,TRUE,"2021-12-15T20:00:00Z",2,0
"164",17,168,"CHE",6,"EVE",8,TRUE,"2021-12-16T19:45:00Z",1,1
"165",17,169,"LIV",11,"NEW",14,TRUE,"2021-12-16T20:00:00Z",3,1
"166",18,173,"LEE",10,"ARS",1,TRUE,"2021-12-18T17:30:00Z",1,4
"167",18,175,"NEW",14,"MCI",12,TRUE,"2021-12-19T14:00:00Z",0,4
"168",18,180,"WOL",20,"CHE",6,TRUE,"2021-12-19T14:00:00Z",0,0
"169",18,177,"TOT",17,"LIV",11,TRUE,"2021-12-19T16:30:00Z",2,2
"170",19,185,"MCI",12,"LEI",9,TRUE,"2021-12-26T15:00:00Z",6,3
"171",19,187,"NOR",15,"ARS",1,TRUE,"2021-12-26T15:00:00Z",0,5
"172",19,188,"TOT",17,"CRY",7,TRUE,"2021-12-26T15:00:00Z",3,0
"173",19,189,"WHU",19,"SOU",16,TRUE,"2021-12-26T15:00:00Z",2,3
"174",19,181,"AVL",2,"CHE",6,TRUE,"2021-12-26T17:30:00Z",1,3
"175",19,182,"BHA",4,"BRE",3,TRUE,"2021-12-26T20:00:00Z",2,0
"176",19,186,"NEW",14,"MUN",13,TRUE,"2021-12-27T20:00:00Z",1,1
"177",20,194,"CRY",7,"NOR",15,TRUE,"2021-12-28T15:00:00Z",3,0
"178",20,199,"SOU",16,"TOT",17,TRUE,"2021-12-28T15:00:00Z",1,1
"179",20,200,"WAT",18,"WHU",19,TRUE,"2021-12-28T15:00:00Z",1,4
"180",20,197,"LEI",9,"LIV",11,TRUE,"2021-12-28T20:00:00Z",1,0
"181",20,193,"CHE",6,"BHA",4,TRUE,"2021-12-29T19:30:00Z",1,1
"182",20,192,"BRE",3,"MCI",12,TRUE,"2021-12-29T20:15:00Z",0,1
"183",20,198,"MUN",13,"BUR",5,TRUE,"2021-12-30T20:15:00Z",3,1
"184",21,201,"ARS",1,"MCI",12,TRUE,"2022-01-01T12:30:00Z",1,2
"185",21,210,"WAT",18,"TOT",17,TRUE,"2022-01-01T15:00:00Z",0,1
"186",21,204,"CRY",7,"WHU",19,TRUE,"2022-01-01T17:30:00Z",2,3
"187",21,202,"BRE",3,"AVL",2,TRUE,"2022-01-02T14:00:00Z",2,1
"188",21,205,"EVE",8,"BHA",4,TRUE,"2022-01-02T14:00:00Z",2,3
"189",21,206,"LEE",10,"BUR",5,TRUE,"2022-01-02T14:00:00Z",3,1
"190",21,203,"CHE",6,"LIV",11,TRUE,"2022-01-02T16:30:00Z",2,2
"191",21,208,"MUN",13,"WOL",20,TRUE,"2022-01-03T17:30:00Z",0,1
"192",21,176,"SOU",16,"BRE",3,TRUE,"2022-01-11T19:45:00Z",4,1
"193",21,179,"WHU",19,"NOR",15,TRUE,"2022-01-12T19:45:00Z",2,0
"194",22,212,"BHA",4,"CRY",7,TRUE,"2022-01-14T20:00:00Z",1,1
"195",22,215,"MCI",12,"CHE",6,TRUE,"2022-01-15T12:30:00Z",1,0
"196",22,216,"NEW",14,"WAT",18,TRUE,"2022-01-15T15:00:00Z",1,1
"197",22,217,"NOR",15,"EVE",8,TRUE,"2022-01-15T15:00:00Z",2,1
"198",22,220,"WOL",20,"SOU",16,TRUE,"2022-01-15T15:00:00Z",3,1
"199",22,211,"AVL",2,"MUN",13,TRUE,"2022-01-15T17:30:00Z",2,2
"200",22,214,"LIV",11,"BRE",3,TRUE,"2022-01-16T14:00:00Z",3,0
"201",22,219,"WHU",19,"LEE",10,TRUE,"2022-01-16T14:00:00Z",2,3
"202",22,232,"BHA",4,"CHE",6,TRUE,"2022-01-18T20:00:00Z",1,1
"203",22,166,"LEI",9,"TOT",17,TRUE,"2022-01-19T19:30:00Z",2,3
"204",22,162,"BRE",3,"MUN",13,TRUE,"2022-01-19T20:00:00Z",1,3
"205",23,230,"WAT",18,"NOR",15,TRUE,"2022-01-21T20:00:00Z",0,3
"206",23,225,"EVE",8,"AVL",2,TRUE,"2022-01-22T12:30:00Z",0,1
"207",23,222,"BRE",3,"WOL",20,TRUE,"2022-01-22T15:00:00Z",1,2
"208",23,226,"LEE",10,"NEW",14,TRUE,"2022-01-22T15:00:00Z",0,1
"209",23,228,"MUN",13,"WHU",19,TRUE,"2022-01-22T15:00:00Z",1,0
"210",23,229,"SOU",16,"MCI",12,TRUE,"2022-01-22T17:30:00Z",1,1
"211",23,221,"ARS",1,"BUR",5,TRUE,"2022-01-23T14:00:00Z",0,0
"212",23,224,"CRY",7,"LIV",11,TRUE,"2022-01-23T14:00:00Z",1,3
"213",23,227,"LEI",9,"BHA",4,TRUE,"2022-01-23T14:00:00Z",1,1
"214",23,223,"CHE",6,"TOT",17,TRUE,"2022-01-23T16:30:00Z",2,0
"215",23,164,"BUR",5,"WAT",18,TRUE,"2022-02-05T18:00:00Z",0,0
"216",24,239,"NEW",14,"EVE",8,TRUE,"2022-02-08T19:45:00Z",3,1
"217",24,235,"WHU",19,"WAT",18,TRUE,"2022-02-08T19:45:00Z",1,0
"218",24,233,"BUR",5,"MUN",13,TRUE,"2022-02-08T20:00:00Z",1,1
"219",24,238,"MCI",12,"BRE",3,TRUE,"2022-02-09T19:45:00Z",2,0
"220",24,234,"NOR",15,"CRY",7,TRUE,"2022-02-09T19:45:00Z",1,1
"221",24,240,"TOT",17,"SOU",16,TRUE,"2022-02-09T19:45:00Z",2,3
"222",24,231,"AVL",2,"LEE",10,TRUE,"2022-02-09T20:00:00Z",3,3
"223",24,237,"LIV",11,"LEI",9,TRUE,"2022-02-10T19:45:00Z",2,0
"224",24,236,"WOL",20,"ARS",1,TRUE,"2022-02-10T19:45:00Z",0,1
"225",25,246,"MUN",13,"SOU",16,TRUE,"2022-02-12T12:30:00Z",1,1
"226",25,241,"BRE",3,"CRY",7,TRUE,"2022-02-12T15:00:00Z",0,0
"227",25,244,"EVE",8,"LEE",10,TRUE,"2022-02-12T15:00:00Z",3,0
"228",25,250,"WAT",18,"BHA",4,TRUE,"2022-02-12T15:00:00Z",0,2
"229",25,248,"NOR",15,"MCI",12,TRUE,"2022-02-12T17:30:00Z",0,4
"230",25,242,"BUR",5,"LIV",11,TRUE,"2022-02-13T14:00:00Z",0,1
"231",25,247,"NEW",14,"AVL",2,TRUE,"2022-02-13T14:00:00Z",1,0
"232",25,249,"TOT",17,"WOL",20,TRUE,"2022-02-13T14:00:00Z",0,2
"233",25,245,"LEI",9,"WHU",19,TRUE,"2022-02-13T16:30:00Z",2,2
"234",25,174,"MUN",13,"BHA",4,TRUE,"2022-02-15T20:15:00Z",2,0
"235",26,259,"WHU",19,"NEW",14,TRUE,"2022-02-19T12:30:00Z",1,1
"236",26,251,"ARS",1,"BRE",3,TRUE,"2022-02-19T15:00:00Z",2,1
"237",26,252,"AVL",2,"WAT",18,TRUE,"2022-02-19T15:00:00Z",0,1
"238",26,253,"BHA",4,"BUR",5,TRUE,"2022-02-19T15:00:00Z",0,3
"239",26,254,"CRY",7,"CHE",6,TRUE,"2022-02-19T15:00:00Z",0,1
"240",26,256,"LIV",11,"NOR",15,TRUE,"2022-02-19T15:00:00Z",3,1
"241",26,258,"SOU",16,"EVE",8,TRUE,"2022-02-19T15:00:00Z",2,0
"242",26,257,"MCI",12,"TOT",17,TRUE,"2022-02-19T17:30:00Z",2,3
"243",26,255,"LEE",10,"MUN",13,TRUE,"2022-02-20T14:00:00Z",2,4
"244",26,260,"WOL",20,"LEI",9,TRUE,"2022-02-20T16:30:00Z",2,1
"245",26,124,"BUR",5,"TOT",17,TRUE,"2022-02-23T19:30:00Z",1,0
"246",26,178,"WAT",18,"CRY",7,TRUE,"2022-02-23T19:30:00Z",1,4
"247",26,184,"LIV",11,"LEE",10,TRUE,"2022-02-23T19:45:00Z",6,0
"248",26,191,"ARS",1,"WOL",20,TRUE,"2022-02-24T19:45:00Z",2,1
"249",27,269,"SOU",16,"NOR",15,TRUE,"2022-02-25T20:00:00Z",2,0
"250",27,267,"LEE",10,"TOT",17,TRUE,"2022-02-26T12:30:00Z",0,4
"251",27,262,"BRE",3,"NEW",14,TRUE,"2022-02-26T15:00:00Z",0,2
"252",27,265,"CRY",7,"BUR",5,TRUE,"2022-02-26T15:00:00Z",1,1
"253",27,268,"MUN",13,"WAT",18,TRUE,"2022-02-26T15:00:00Z",0,0
"254",27,263,"BHA",4,"AVL",2,TRUE,"2022-02-26T15:30:00Z",0,2
"255",27,266,"EVE",8,"MCI",12,TRUE,"2022-02-26T17:30:00Z",0,1
"256",27,270,"WHU",19,"WOL",20,TRUE,"2022-02-27T14:00:00Z",1,0
"257",27,213,"BUR",5,"LEI",9,TRUE,"2022-03-01T19:45:00Z",0,2
"258",28,273,"LEI",9,"LEE",10,TRUE,"2022-03-05T12:30:00Z",1,0
"259",28,271,"AVL",2,"SOU",16,TRUE,"2022-03-05T15:00:00Z",4,0
"260",28,272,"BUR",5,"CHE",6,TRUE,"2022-03-05T15:00:00Z",0,4
"261",28,276,"NEW",14,"BHA",4,TRUE,"2022-03-05T15:00:00Z",2,1
"262",28,277,"NOR",15,"BRE",3,TRUE,"2022-03-05T15:00:00Z",1,3
"263",28,280,"WOL",20,"CRY",7,TRUE,"2022-03-05T15:00:00Z",0,2
"264",28,274,"LIV",11,"WHU",19,TRUE,"2022-03-05T17:30:00Z",1,0
"265",28,279,"WAT",18,"ARS",1,TRUE,"2022-03-06T14:00:00Z",2,3
"266",28,275,"MCI",12,"MUN",13,TRUE,"2022-03-06T16:30:00Z",4,1
"267",28,278,"TOT",17,"EVE",8,TRUE,"2022-03-07T20:00:00Z",5,0
"268",28,297,"NOR",15,"CHE",6,TRUE,"2022-03-10T19:30:00Z",1,3
"269",28,209,"SOU",16,"NEW",14,TRUE,"2022-03-10T19:30:00Z",1,2
"270",28,190,"WOL",20,"WAT",18,TRUE,"2022-03-10T19:30:00Z",4,0
"271",28,196,"LEE",10,"AVL",2,TRUE,"2022-03-10T19:45:00Z",0,3
"272",29,283,"BHA",4,"LIV",11,TRUE,"2022-03-12T12:30:00Z",0,2
"273",29,282,"BRE",3,"BUR",5,TRUE,"2022-03-12T15:00:00Z",2,0
"274",29,288,"MUN",13,"TOT",17,TRUE,"2022-03-12T17:30:00Z",3,2
"275",29,284,"CHE",6,"NEW",14,TRUE,"2022-03-13T14:00:00Z",1,0
"276",29,286,"EVE",8,"WOL",20,TRUE,"2022-03-13T14:00:00Z",0,1
"277",29,287,"LEE",10,"NOR",15,TRUE,"2022-03-13T14:00:00Z",2,1
"278",29,289,"SOU",16,"WAT",18,TRUE,"2022-03-13T14:00:00Z",1,2
"279",29,290,"WHU",19,"AVL",2,TRUE,"2022-03-13T14:00:00Z",2,1
"280",29,281,"ARS",1,"LEI",9,TRUE,"2022-03-13T16:30:00Z",2,0
"281",29,285,"CRY",7,"MCI",12,TRUE,"2022-03-14T20:00:00Z",0,0
"282",29,153,"BHA",4,"TOT",17,TRUE,"2022-03-16T19:30:00Z",0,2
"283",29,261,"ARS",1,"LIV",11,TRUE,"2022-03-16T20:15:00Z",0,2
"284",29,195,"EVE",8,"NEW",14,TRUE,"2022-03-17T19:45:00Z",1,0
"285",30,300,"WOL",20,"LEE",10,TRUE,"2022-03-18T20:00:00Z",2,3
"286",30,291,"AVL",2,"ARS",1,TRUE,"2022-03-19T12:30:00Z",0,1
"287",30,293,"LEI",9,"BRE",3,TRUE,"2022-03-20T14:00:00Z",2,1
"288",30,298,"TOT",17,"WHU",19,TRUE,"2022-03-20T16:30:00Z",3,1
"289",31,306,"LIV",11,"WAT",18,TRUE,"2022-04-02T11:30:00Z",2,0
"290",31,301,"BHA",4,"NOR",15,TRUE,"2022-04-02T14:00:00Z",0,0
"291",31,302,"BUR",5,"MCI",12,TRUE,"2022-04-02T14:00:00Z",0,2
"292",31,303,"CHE",6,"BRE",3,TRUE,"2022-04-02T14:00:00Z",1,4
"293",31,305,"LEE",10,"SOU",16,TRUE,"2022-04-02T14:00:00Z",1,1
"294",31,310,"WOL",20,"AVL",2,TRUE,"2022-04-02T14:00:00Z",2,1
"295",31,307,"MUN",13,"LEI",9,TRUE,"2022-04-02T16:30:00Z",1,1
"296",31,309,"WHU",19,"EVE",8,TRUE,"2022-04-03T13:00:00Z",2,1
"297",31,308,"TOT",17,"NEW",14,TRUE,"2022-04-03T15:30:00Z",5,1
"298",31,304,"CRY",7,"ARS",1,TRUE,"2022-04-04T19:00:00Z",3,0
"299",31,183,"BUR",5,"EVE",8,TRUE,"2022-04-06T18:30:00Z",3,2
"300",32,317,"NEW",14,"WOL",20,TRUE,"2022-04-08T19:00:00Z",1,0
"301",32,314,"EVE",8,"MUN",13,TRUE,"2022-04-09T11:30:00Z",1,0
"302",32,311,"ARS",1,"BHA",4,TRUE,"2022-04-09T14:00:00Z",1,2
