"","GW","id","home","team_h","away","team_a","finished","kickoff","team_h_score","team_a_score"
"303",31,303,"LIV",11,"AVL",2,TRUE,"2021-04-10T14:00:00Z",2,1
"304",31,301,"CRY",6,"CHE",5,TRUE,"2021-04-10T16:30:00Z",1,4
"305",31,300,"BUR",4,"NEW",14,TRUE,"2021-04-11T11:00:00Z",1,2
"306",31,308,"WHU",19,"LEI",9,TRUE,"2021-04-11T13:05:00Z",3,2
"307",31,306,"TOT",17,"MUN",13,TRUE,"2021-04-11T15:30:00Z",1,3
"308",31,305,"SHU",15,"ARS",1,TRUE,"2021-04-11T18:00:00Z",0,3
"309",31,307,"WBA",18,"SOU",16,TRUE,"2021-04-12T17:00:00Z",3,0
"310",31,299,"BHA",3,"EVE",7,TRUE,"2021-04-12T19:15:00Z",0,0
"311",32,312,"EVE",7,"TOT",17,TRUE,"2021-04-16T19:00:00Z",2,2
"312",32,316,"NEW",14,"WHU",19,TRUE,"2021-04-17T11:30:00Z",3,2
"313",32,318,"WOL",20,"SHU",15,TRUE,"2021-04-17T19:15:00Z",1,0
"314",32,309,"ARS",1,"FUL",8,TRUE,"2021-04-18T12:30:00Z",1,1
"315",32,315,"MUN",13,"BUR",4,TRUE,"2021-04-18T15:00:00Z",3,1
"316",32,313,"LEE",10,"LIV",11,TRUE,"2021-04-19T19:00:00Z",1,1
"317",32,311,"CHE",5,"BHA",3,TRUE,"2021-04-20T19:15:00Z",0,0
"318",32,286,"TOT",17,"SOU",16,TRUE,"2021-04-21T17:00:00Z",2,1
"319",32,310,"AVL",2,"MCI",12,TRUE,"2021-04-21T19:15:00Z",1,2
"320",32,314,"LEI",9,"WBA",18,TRUE,"2021-04-22T19:00:00Z",3,0
"321",33,319,"ARS",1,"EVE",7,TRUE,"2021-04-23T19:00:00Z",0,1
"322",33,324,"LIV",11,"NEW",14,TRUE,"2021-04-24T11:30:00Z",1,1
"323",33,327,"WHU",19,"CHE",5,TRUE,"2021-04-24T16:30:00Z",0,1
"324",33,326,"SHU",15,"BHA",3,TRUE,"2021-04-24T19:00:00Z",1,0
"325",33,328,"WOL",20,"BUR",4,TRUE,"2021-04-25T11:00:00Z",0,4
"326",33,322,"LEE",10,"MUN",13,TRUE,"2021-04-25T13:00:00Z",0,0
"327",33,320,"AVL",2,"WBA",18,TRUE,"2021-04-25T18:00:00Z",2,2
"328",33,323,"LEI",9,"CRY",6,TRUE,"2021-04-26T19:00:00Z",2,1
"329",34,336,"SOU",16,"LEI",9,TRUE,"2021-04-30T19:00:00Z",1,1
"330",34,332,"CRY",6,"MCI",12,TRUE,"2021-05-01T11:30:00Z",0,2
"331",34,329,"BHA",3,"LEE",10,TRUE,"2021-05-01T14:00:00Z",2,0
"332",34,331,"CHE",5,"FUL",8,TRUE,"2021-05-01T16:30:00Z",2,0
"333",34,333,"EVE",7,"AVL",2,TRUE,"2021-05-01T19:00:00Z",1,2
"334",34,335,"NEW",14,"ARS",1,TRUE,"2021-05-02T13:00:00Z",0,2
"335",34,337,"TOT",17,"SHU",15,TRUE,"2021-05-02T18:15:00Z",4,0
"336",34,338,"WBA",18,"WOL",20,TRUE,"2021-05-03T17:00:00Z",1,1
"337",34,330,"BUR",4,"WHU",19,TRUE,"2021-05-03T19:15:00Z",1,2
"338",35,343,"LEI",9,"NEW",14,TRUE,"2021-05-07T19:00:00Z",2,4
"339",35,342,"LEE",10,"TOT",17,TRUE,"2021-05-08T11:30:00Z",3,1
"340",35,346,"SHU",15,"CRY",6,TRUE,"2021-05-08T14:00:00Z",0,2
"341",35,345,"MCI",12,"CHE",5,TRUE,"2021-05-08T16:30:00Z",1,2
"342",35,344,"LIV",11,"SOU",16,TRUE,"2021-05-08T19:15:00Z",2,0
"343",35,348,"WOL",20,"BHA",3,TRUE,"2021-05-09T11:00:00Z",2,1
"344",35,340,"AVL",2,"MUN",13,TRUE,"2021-05-09T13:05:00Z",1,3
"345",35,347,"WHU",19,"EVE",7,TRUE,"2021-05-09T15:30:00Z",0,1
"346",35,339,"ARS",1,"WBA",18,TRUE,"2021-05-09T18:00:00Z",3,1
"347",35,341,"FUL",8,"BUR",4,TRUE,"2021-05-10T19:00:00Z",0,2
"348",35,352,"MUN",13,"LEI",9,TRUE,"2021-05-11T17:00:00Z",1,2
"349",35,317,"SOU",16,"CRY",6,TRUE,"2021-05-11T19:15:00Z",3,1
"350",35,354,"CHE",5,"ARS",1,TRUE,"2021-05-12T19:15:00Z",0,1
"351",35,180,"AVL",2,"EVE",7,TRUE,"2021-05-13T17:00:00Z",0,0
"352",35,334,"MUN",13,"LIV",11,TRUE,"2021-05-13T19:15:00Z",2,4
"353",36,356,"NEW",14,"MCI",12,TRUE,"2021-05-14T19:00:00Z",3,4
"354",36,350,"BUR",4,"LEE",10,TRUE,"2021-05-15T11:30:00Z",0,4
"355",36,357,"SOU",16,"FUL",8,TRUE,"2021-05-15T14:00:00Z",3,1
"356",36,349,"BHA",3,"WHU",19,TRUE,"2021-05-15T19:00:00Z",1,1
"357",36,355,"CRY",6,"AVL",2,TRUE,"2021-05-16T11:00:00Z",3,2
"358",36,358,"TOT",17,"WOL",20,TRUE,"2021-05-16T13:05:00Z",2,0
"359",36,353,"WBA",18,"LIV",11,TRUE,"2021-05-16T15:30:00Z",1,2
"360",36,351,"EVE",7,"SHU",15,TRUE,"2021-05-16T18:00:00Z",0,1
"361",37,364,"MUN",13,"FUL",8,TRUE,"2021-05-18T17:00:00Z",1,1
"362",37,366,"SOU",16,"LEE",10,TRUE,"2021-05-18T17:00:00Z",0,2
"363",37,359,"BHA",3,"MCI",12,TRUE,"2021-05-18T18:00:00Z",3,2
"364",37,361,"CHE",5,"LEI",9,TRUE,"2021-05-18T19:15:00Z",2,1
"365",37,363,"EVE",7,"WOL",20,TRUE,"2021-05-19T17:00:00Z",1,0
"366",37,365,"NEW",14,"SHU",15,TRUE,"2021-05-19T17:00:00Z",1,0
"367",37,367,"TOT",17,"AVL",2,TRUE,"2021-05-19T17:00:00Z",1,2
"368",37,362,"CRY",6,"ARS",1,TRUE,"2021-05-19T18:00:00Z",1,3
"369",37,360,"BUR",4,"LIV",11,TRUE,"2021-05-19T19:15:00Z",0,3
"370",37,368,"WBA",18,"WHU",19,TRUE,"2021-05-19T19:15:00Z",1,3
"371",38,369,"ARS",1,"BHA",3,TRUE,"2021-05-23T15:00:00Z",2,0
"372",38,370,"AVL",2,"CHE",5,TRUE,"2021-05-23T15:00:00Z",2,1
"373",38,371,"FUL",8,"NEW",14,TRUE,"2021-05-23T15:00:00Z",0,2
"374",38,372,"LEE",10,"WBA",18,TRUE,"2021-05-23T15:00:00Z",3,1
"375",38,373,"LEI",9,"TOT",17,TRUE,"2021-05-23T15:00:00Z",2,4
"376",38,374,"LIV",11,"CRY",6,TRUE,"2021-05-23T15:00:00Z",2,0
"377",38,375,"MCI",12,"EVE",7,TRUE,"2021-05-23T15:00:00Z",5,0
"378",38,376,"SHU",15,"BUR",4,TRUE,"2021-05-23T15:00:00Z",1,0
"379",38,377,"WHU",19,"SOU",16,TRUE,"2021-05-23T15:00:00Z",3,0
"380",38,378,"WOL",20,"MUN",13,TRUE,"2021-05-23T15:00:00Z",1,2
