"","GW","id","home","team_h","away","team_a","finished","kickoff","team_h_score","team_a_score"
"52",6,55,"MUN",13,"CHE",5,TRUE,"2020-10-24T16:30:00Z",0,0
"53",6,54,"LIV",11,"SHU",15,TRUE,"2020-10-24T19:00:00Z",2,1
"54",6,56,"SOU",16,"EVE",7,TRUE,"2020-10-25T14:00:00Z",2,0
"55",6,58,"WOL",20,"NEW",14,TRUE,"2020-10-25T16:30:00Z",1,1
"56",6,49,"ARS",1,"LEI",9,TRUE,"2020-10-25T19:15:00Z",0,1
"57",6,51,"BHA",3,"WBA",18,TRUE,"2020-10-26T17:30:00Z",1,1
"58",6,52,"BUR",4,"TOT",17,TRUE,"2020-10-26T20:00:00Z",0,1
"59",7,68,"WOL",20,"CRY",6,TRUE,"2020-10-30T20:00:00Z",2,0
"60",7,66,"SHU",15,"MCI",12,TRUE,"2020-10-31T12:30:00Z",0,1
"61",7,60,"BUR",4,"CHE",5,TRUE,"2020-10-31T15:00:00Z",0,3
"62",7,63,"LIV",11,"WHU",19,TRUE,"2020-10-31T17:30:00Z",2,1
"63",7,59,"AVL",2,"SOU",16,TRUE,"2020-11-01T12:00:00Z",3,4
"64",7,65,"NEW",14,"EVE",7,TRUE,"2020-11-01T14:00:00Z",2,1
"65",7,64,"MUN",13,"ARS",1,TRUE,"2020-11-01T16:30:00Z",0,1
"66",7,67,"TOT",17,"BHA",3,TRUE,"2020-11-01T19:15:00Z",2,1
"67",7,61,"FUL",8,"WBA",18,TRUE,"2020-11-02T17:30:00Z",2,0
"68",7,62,"LEE",10,"LEI",9,TRUE,"2020-11-02T20:00:00Z",1,4
"69",8,70,"BHA",3,"BUR",4,TRUE,"2020-11-06T17:30:00Z",0,0
"70",8,76,"SOU",16,"NEW",14,TRUE,"2020-11-06T20:00:00Z",2,0
"71",8,73,"EVE",7,"MUN",13,TRUE,"2020-11-07T12:30:00Z",1,3
"72",8,72,"CRY",6,"LEE",10,TRUE,"2020-11-07T15:00:00Z",4,1
"73",8,71,"CHE",5,"SHU",15,TRUE,"2020-11-07T17:30:00Z",4,1
"74",8,78,"WHU",19,"FUL",8,TRUE,"2020-11-07T20:00:00Z",1,0
"75",8,77,"WBA",18,"TOT",17,TRUE,"2020-11-08T12:00:00Z",0,1
"76",8,74,"LEI",9,"WOL",20,TRUE,"2020-11-08T14:00:00Z",1,0
"77",8,75,"MCI",12,"LIV",11,TRUE,"2020-11-08T16:30:00Z",1,1
"78",8,69,"ARS",1,"AVL",2,TRUE,"2020-11-08T19:15:00Z",0,3
"79",9,85,"NEW",14,"CHE",5,TRUE,"2020-11-21T12:30:00Z",0,2
"80",9,79,"AVL",2,"BHA",3,TRUE,"2020-11-21T15:00:00Z",1,2
"81",9,87,"TOT",17,"MCI",12,TRUE,"2020-11-21T17:30:00Z",2,0
"82",9,84,"MUN",13,"WBA",18,TRUE,"2020-11-21T20:00:00Z",1,0
"83",9,81,"FUL",8,"EVE",7,TRUE,"2020-11-22T12:00:00Z",2,3
"84",9,86,"SHU",15,"WHU",19,TRUE,"2020-11-22T14:00:00Z",0,1
"85",9,82,"LEE",10,"ARS",1,TRUE,"2020-11-22T16:30:00Z",0,0
"86",9,83,"LIV",11,"LEI",9,TRUE,"2020-11-22T19:15:00Z",3,0
"87",9,80,"BUR",4,"CRY",6,TRUE,"2020-11-23T17:30:00Z",1,0
"88",9,88,"WOL",20,"SOU",16,TRUE,"2020-11-23T20:00:00Z",1,1
"89",10,92,"CRY",6,"NEW",14,TRUE,"2020-11-27T20:00:00Z",0,2
"90",10,90,"BHA",3,"LIV",11,TRUE,"2020-11-28T12:30:00Z",1,1
"91",10,95,"MCI",12,"BUR",4,TRUE,"2020-11-28T15:00:00Z",5,0
"92",10,93,"EVE",7,"LEE",10,TRUE,"2020-11-28T17:30:00Z",0,1
"93",10,97,"WBA",18,"SHU",15,TRUE,"2020-11-28T20:00:00Z",1,0
"94",10,96,"SOU",16,"MUN",13,TRUE,"2020-11-29T14:00:00Z",2,3
"95",10,91,"CHE",5,"TOT",17,TRUE,"2020-11-29T16:30:00Z",0,0
"96",10,89,"ARS",1,"WOL",20,TRUE,"2020-11-29T19:15:00Z",1,2
"97",10,94,"LEI",9,"FUL",8,TRUE,"2020-11-30T17:30:00Z",1,2
"98",10,98,"WHU",19,"AVL",2,TRUE,"2020-11-30T20:00:00Z",2,1
"99",11,101,"BUR",4,"EVE",7,TRUE,"2020-12-05T12:30:00Z",1,1
"100",11,104,"MCI",12,"FUL",8,TRUE,"2020-12-05T15:00:00Z",2,0
"101",11,108,"WHU",19,"MUN",13,TRUE,"2020-12-05T17:30:00Z",1,3
"102",11,102,"CHE",5,"LEE",10,TRUE,"2020-12-05T20:00:00Z",3,1
"103",11,107,"WBA",18,"CRY",6,TRUE,"2020-12-06T12:00:00Z",1,5
"104",11,105,"SHU",15,"LEI",9,TRUE,"2020-12-06T14:15:00Z",1,2
"105",11,106,"TOT",17,"ARS",1,TRUE,"2020-12-06T16:30:00Z",2,0
"106",11,103,"LIV",11,"WOL",20,TRUE,"2020-12-06T19:15:00Z",4,0
"107",11,100,"BHA",3,"SOU",16,TRUE,"2020-12-07T20:00:00Z",1,2
"108",12,113,"LEE",10,"WHU",19,TRUE,"2020-12-11T20:00:00Z",1,2
"109",12,118,"WOL",20,"AVL",2,TRUE,"2020-12-12T12:30:00Z",0,1
"110",12,116,"NEW",14,"WBA",18,TRUE,"2020-12-12T15:00:00Z",2,1
"111",12,115,"MUN",13,"MCI",12,TRUE,"2020-12-12T17:30:00Z",0,0
"112",12,111,"EVE",7,"CHE",5,TRUE,"2020-12-12T20:00:00Z",1,0
"113",12,117,"SOU",16,"SHU",15,TRUE,"2020-12-13T12:00:00Z",3,0
"114",12,110,"CRY",6,"TOT",17,TRUE,"2020-12-13T14:15:00Z",1,1
"115",12,112,"FUL",8,"LIV",11,TRUE,"2020-12-13T16:30:00Z",1,1
"116",12,109,"ARS",1,"BUR",4,TRUE,"2020-12-13T19:15:00Z",0,1
"117",12,114,"LEI",9,"BHA",3,TRUE,"2020-12-13T19:15:00Z",3,0
"118",13,126,"WOL",20,"CHE",5,TRUE,"2020-12-15T18:00:00Z",2,1
"119",13,128,"MCI",12,"WBA",18,TRUE,"2020-12-15T20:00:00Z",1,1
"120",13,119,"ARS",1,"SOU",16,TRUE,"2020-12-16T18:00:00Z",1,1
"121",13,122,"LEE",10,"NEW",14,TRUE,"2020-12-16T18:00:00Z",5,2
"122",13,123,"LEI",9,"EVE",7,TRUE,"2020-12-16T18:00:00Z",0,2
"123",13,121,"FUL",8,"BHA",3,TRUE,"2020-12-16T20:00:00Z",0,0
"124",13,127,"LIV",11,"TOT",17,TRUE,"2020-12-16T20:00:00Z",2,1
"125",13,125,"WHU",19,"CRY",6,TRUE,"2020-12-16T20:00:00Z",1,1
"126",13,120,"AVL",2,"BUR",4,TRUE,"2020-12-17T18:00:00Z",0,0
"127",13,124,"SHU",15,"MUN",13,TRUE,"2020-12-17T20:00:00Z",2,3
"128",14,132,"CRY",6,"LIV",11,TRUE,"2020-12-19T12:30:00Z",0,7
"129",14,136,"SOU",16,"MCI",12,TRUE,"2020-12-19T15:00:00Z",0,1
"130",14,133,"EVE",7,"ARS",1,TRUE,"2020-12-19T17:30:00Z",2,1
"131",14,135,"NEW",14,"FUL",8,TRUE,"2020-12-19T20:00:00Z",1,1
"132",14,129,"BHA",3,"SHU",15,TRUE,"2020-12-20T12:00:00Z",1,1
"133",14,137,"TOT",17,"LEI",9,TRUE,"2020-12-20T14:15:00Z",0,2
"134",14,134,"MUN",13,"LEE",10,TRUE,"2020-12-20T16:30:00Z",6,2
"135",14,138,"WBA",18,"AVL",2,TRUE,"2020-12-20T19:15:00Z",0,3
"136",14,130,"BUR",4,"WOL",20,TRUE,"2020-12-21T17:30:00Z",2,1
"137",14,131,"CHE",5,"WHU",19,TRUE,"2020-12-21T20:00:00Z",3,0
"138",15,143,"LEI",9,"MUN",13,TRUE,"2020-12-26T12:30:00Z",2,2
"139",15,140,"AVL",2,"CRY",6,TRUE,"2020-12-26T15:00:00Z",3,0
"140",15,141,"FUL",8,"SOU",16,TRUE,"2020-12-26T15:00:00Z",0,0
"141",15,139,"ARS",1,"CHE",5,TRUE,"2020-12-26T17:30:00Z",3,1
"142",15,145,"MCI",12,"NEW",14,TRUE,"2020-12-26T20:00:00Z",2,0
"143",15,146,"SHU",15,"EVE",7,TRUE,"2020-12-26T20:00:00Z",0,1
"144",15,142,"LEE",10,"BUR",4,TRUE,"2020-12-27T12:00:00Z",1,0
"145",15,147,"WHU",19,"BHA",3,TRUE,"2020-12-27T14:15:00Z",2,2
"146",15,144,"LIV",11,"WBA",18,TRUE,"2020-12-27T16:30:00Z",1,1
"147",15,148,"WOL",20,"TOT",17,TRUE,"2020-12-27T19:15:00Z",1,1
"148",16,152,"CRY",6,"LEI",9,TRUE,"2020-12-28T15:00:00Z",1,1
"149",16,151,"CHE",5,"AVL",2,TRUE,"2020-12-28T17:30:00Z",1,1
"150",16,149,"BHA",3,"ARS",1,TRUE,"2020-12-29T18:00:00Z",0,1
"151",16,150,"BUR",4,"SHU",15,TRUE,"2020-12-29T18:00:00Z",1,0
"152",16,156,"SOU",16,"WHU",19,TRUE,"2020-12-29T18:00:00Z",0,0
"153",16,158,"WBA",18,"LEE",10,TRUE,"2020-12-29T18:00:00Z",0,5
"154",16,154,"MUN",13,"WOL",20,TRUE,"2020-12-29T20:00:00Z",1,0
"155",16,155,"NEW",14,"LIV",11,TRUE,"2020-12-30T20:00:00Z",0,0
"156",17,163,"EVE",7,"WHU",19,TRUE,"2021-01-01T17:30:00Z",0,1
"157",17,164,"MUN",13,"AVL",2,TRUE,"2021-01-01T20:00:00Z",2,1
"158",17,167,"TOT",17,"LEE",10,TRUE,"2021-01-02T12:30:00Z",3,0
"159",17,162,"CRY",6,"SHU",15,TRUE,"2021-01-02T15:00:00Z",2,0
"160",17,159,"BHA",3,"WOL",20,TRUE,"2021-01-02T17:30:00Z",3,3
"161",17,168,"WBA",18,"ARS",1,TRUE,"2021-01-02T20:00:00Z",0,4
"162",17,165,"NEW",14,"LEI",9,TRUE,"2021-01-03T14:15:00Z",1,2
"163",17,161,"CHE",5,"MCI",12,TRUE,"2021-01-03T16:30:00Z",1,3
"164",17,166,"SOU",16,"LIV",11,TRUE,"2021-01-04T20:00:00Z",1,0
"165",18,174,"SHU",15,"NEW",14,TRUE,"2021-01-12T18:00:00Z",1,0
"166",18,379,"BUR",4,"MUN",13,TRUE,"2021-01-12T20:15:00Z",0,1
"167",18,176,"WOL",20,"EVE",7,TRUE,"2021-01-12T20:15:00Z",1,2
"168",18,178,"MCI",12,"BHA",3,TRUE,"2021-01-13T18:00:00Z",1,0
"169",18,157,"TOT",17,"FUL",8,TRUE,"2021-01-13T20:15:00Z",1,1
"170",18,169,"ARS",1,"CRY",6,TRUE,"2021-01-14T20:00:00Z",0,0
"171",19,188,"WOL",20,"WBA",18,TRUE,"2021-01-16T12:30:00Z",2,3
"172",19,182,"LEE",10,"BHA",3,TRUE,"2021-01-16T15:00:00Z",0,1
"173",19,187,"WHU",19,"BUR",4,TRUE,"2021-01-16T15:00:00Z",1,0
"174",19,181,"FUL",8,"CHE",5,TRUE,"2021-01-16T17:30:00Z",0,1
"175",19,183,"LEI",9,"SOU",16,TRUE,"2021-01-16T20:00:00Z",2,0
"176",19,186,"SHU",15,"TOT",17,TRUE,"2021-01-17T14:00:00Z",1,3
"177",19,184,"LIV",11,"MUN",13,TRUE,"2021-01-17T16:30:00Z",0,0
"178",19,185,"MCI",12,"CRY",6,TRUE,"2021-01-17T19:15:00Z",4,0
"179",19,179,"ARS",1,"NEW",14,TRUE,"2021-01-18T20:00:00Z",3,0
"180",19,175,"WHU",19,"WBA",18,TRUE,"2021-01-19T18:00:00Z",2,1
"181",19,173,"LEI",9,"CHE",5,TRUE,"2021-01-19T20:15:00Z",2,0
"182",19,380,"MCI",12,"AVL",2,TRUE,"2021-01-20T18:00:00Z",2,0
"183",19,171,"FUL",8,"MUN",13,TRUE,"2021-01-20T20:15:00Z",1,2
"184",19,177,"LIV",11,"BUR",4,TRUE,"2021-01-21T20:00:00Z",0,1
"185",19,99,"AVL",2,"NEW",14,TRUE,"2021-01-23T20:00:00Z",2,0
"186",20,195,"CRY",6,"WHU",19,TRUE,"2021-01-26T18:00:00Z",2,3
"187",20,196,"NEW",14,"LEE",10,TRUE,"2021-01-26T18:00:00Z",1,2
"188",20,197,"SOU",16,"ARS",1,TRUE,"2021-01-26T20:15:00Z",1,3
"189",20,193,"WBA",18,"MCI",12,TRUE,"2021-01-26T20:15:00Z",0,5
"190",20,190,"BUR",4,"AVL",2,TRUE,"2021-01-27T18:00:00Z",3,2
"191",20,194,"CHE",5,"WOL",20,TRUE,"2021-01-27T18:00:00Z",0,0
"192",20,189,"BHA",3,"FUL",8,TRUE,"2021-01-27T19:30:00Z",0,0
"193",20,191,"EVE",7,"LEI",9,TRUE,"2021-01-27T20:15:00Z",1,1
"194",20,192,"MUN",13,"SHU",15,TRUE,"2021-01-27T20:15:00Z",1,2
"195",20,198,"TOT",17,"LIV",11,TRUE,"2021-01-28T20:00:00Z",1,3
"196",21,203,"EVE",7,"NEW",14,TRUE,"2021-01-30T12:30:00Z",0,2
"197",21,202,"CRY",6,"WOL",20,TRUE,"2021-01-30T15:00:00Z",1,0
"198",21,205,"MCI",12,"SHU",15,TRUE,"2021-01-30T15:00:00Z",1,0
"199",21,207,"WBA",18,"FUL",8,TRUE,"2021-01-30T15:00:00Z",2,2
"200",21,199,"ARS",1,"MUN",13,TRUE,"2021-01-30T17:30:00Z",0,0
"201",21,206,"SOU",16,"AVL",2,TRUE,"2021-01-30T20:00:00Z",0,1
"202",21,201,"CHE",5,"BUR",4,TRUE,"2021-01-31T12:00:00Z",2,0
"203",21,204,"LEI",9,"LEE",10,TRUE,"2021-01-31T14:00:00Z",1,3
"204",21,208,"WHU",19,"LIV",11,TRUE,"2021-01-31T16:30:00Z",1,3
"205",21,200,"BHA",3,"TOT",17,TRUE,"2021-01-31T19:15:00Z",1,0
"206",22,214,"SHU",15,"WBA",18,TRUE,"2021-02-02T18:00:00Z",2,1
"207",22,215,"WOL",20,"ARS",1,TRUE,"2021-02-02T18:00:00Z",2,1
"208",22,213,"MUN",13,"SOU",16,TRUE,"2021-02-02T20:15:00Z",9,0
"209",22,217,"NEW",14,"CRY",6,TRUE,"2021-02-02T20:15:00Z",1,2
"210",22,210,"BUR",4,"MCI",12,TRUE,"2021-02-03T18:00:00Z",0,2
"211",22,211,"FUL",8,"LEI",9,TRUE,"2021-02-03T18:00:00Z",0,2
"212",22,212,"LEE",10,"EVE",7,TRUE,"2021-02-03T19:30:00Z",1,2
"213",22,209,"AVL",2,"WHU",19,TRUE,"2021-02-03T20:15:00Z",1,3
"214",22,216,"LIV",11,"BHA",3,TRUE,"2021-02-03T20:15:00Z",0,1
"215",22,218,"TOT",17,"CHE",5,TRUE,"2021-02-04T20:00:00Z",0,1
"216",23,219,"AVL",2,"ARS",1,TRUE,"2021-02-06T12:30:00Z",1,0
"217",23,220,"BUR",4,"BHA",3,TRUE,"2021-02-06T15:00:00Z",1,1
"218",23,225,"NEW",14,"SOU",16,TRUE,"2021-02-06T15:00:00Z",3,2
"219",23,221,"FUL",8,"WHU",19,TRUE,"2021-02-06T17:30:00Z",0,0
"220",23,224,"MUN",13,"EVE",7,TRUE,"2021-02-06T20:00:00Z",3,3
"221",23,227,"TOT",17,"WBA",18,TRUE,"2021-02-07T12:00:00Z",2,0
"222",23,228,"WOL",20,"LEI",9,TRUE,"2021-02-07T14:00:00Z",0,0
"223",23,223,"LIV",11,"MCI",12,TRUE,"2021-02-07T16:30:00Z",1,4
"224",23,226,"SHU",15,"CHE",5,TRUE,"2021-02-07T19:15:00Z",1,2
"225",23,222,"LEE",10,"CRY",6,TRUE,"2021-02-08T20:00:00Z",2,0
"226",24,234,"LEI",9,"LIV",11,TRUE,"2021-02-13T12:30:00Z",3,1
"227",24,232,"CRY",6,"BUR",4,TRUE,"2021-02-13T15:00:00Z",0,3
"228",24,235,"MCI",12,"TOT",17,TRUE,"2021-02-13T17:30:00Z",3,0
"229",24,230,"BHA",3,"AVL",2,TRUE,"2021-02-13T20:00:00Z",0,0
"230",24,236,"SOU",16,"WOL",20,TRUE,"2021-02-14T12:00:00Z",1,2
"231",24,237,"WBA",18,"MUN",13,TRUE,"2021-02-14T14:00:00Z",1,1
"232",24,229,"ARS",1,"LEE",10,TRUE,"2021-02-14T16:30:00Z",4,2
"233",24,233,"EVE",7,"FUL",8,TRUE,"2021-02-14T19:00:00Z",0,2
"234",24,238,"WHU",19,"SHU",15,TRUE,"2021-02-15T18:00:00Z",3,0
"235",24,231,"CHE",5,"NEW",14,TRUE,"2021-02-15T20:00:00Z",2,0
"236",24,160,"BUR",4,"FUL",8,TRUE,"2021-02-17T18:00:00Z",1,1
"237",24,153,"EVE",7,"MCI",12,TRUE,"2021-02-17T20:15:00Z",1,3
"238",25,248,"WOL",20,"LEE",10,TRUE,"2021-02-19T20:00:00Z",1,0
"239",25,246,"SOU",16,"CHE",5,TRUE,"2021-02-20T12:30:00Z",1,1
"240",25,242,"BUR",4,"WBA",18,TRUE,"2021-02-20T15:00:00Z",0,0
"241",25,244,"LIV",11,"EVE",7,TRUE,"2021-02-20T17:30:00Z",0,2
"242",25,243,"FUL",8,"SHU",15,TRUE,"2021-02-20T20:00:00Z",1,0
"243",25,247,"WHU",19,"TOT",17,TRUE,"2021-02-21T12:00:00Z",2,1
"244",25,240,"AVL",2,"LEI",9,TRUE,"2021-02-21T14:05:00Z",1,2
"245",25,239,"ARS",1,"MCI",12,TRUE,"2021-02-21T16:30:00Z",0,1
"246",25,245,"MUN",13,"NEW",14,TRUE,"2021-02-21T19:00:00Z",3,1
"247",25,241,"BHA",3,"CRY",6,TRUE,"2021-02-22T20:00:00Z",1,2
"248",25,172,"LEE",10,"SOU",16,TRUE,"2021-02-23T18:00:00Z",3,0
"249",26,254,"MCI",12,"WHU",19,TRUE,"2021-02-27T12:30:00Z",2,1
"250",26,258,"WBA",18,"BHA",3,TRUE,"2021-02-27T15:00:00Z",1,0
"251",26,252,"LEE",10,"AVL",2,TRUE,"2021-02-27T17:30:00Z",0,1
"252",26,255,"NEW",14,"WOL",20,TRUE,"2021-02-27T20:00:00Z",1,1
"253",26,250,"CRY",6,"FUL",8,TRUE,"2021-02-28T12:00:00Z",0,0
"254",26,253,"LEI",9,"ARS",1,TRUE,"2021-02-28T12:00:00Z",1,3
"255",26,257,"TOT",17,"BUR",4,TRUE,"2021-02-28T14:00:00Z",4,0
"256",26,249,"CHE",5,"MUN",13,TRUE,"2021-02-28T16:30:00Z",0,0
"257",26,256,"SHU",15,"LIV",11,TRUE,"2021-02-28T19:15:00Z",0,2
"258",26,251,"EVE",7,"SOU",16,TRUE,"2021-03-01T20:00:00Z",1,0
"259",26,284,"MCI",12,"WOL",20,TRUE,"2021-03-02T20:00:00Z",4,1
"260",26,280,"BUR",4,"LEI",9,TRUE,"2021-03-03T18:00:00Z",1,1
"261",26,285,"SHU",15,"AVL",2,TRUE,"2021-03-03T18:00:00Z",1,0
"262",26,281,"CRY",6,"MUN",13,TRUE,"2021-03-03T20:15:00Z",0,0
"263",26,321,"FUL",8,"TOT",17,TRUE,"2021-03-04T18:00:00Z",0,1
"264",26,287,"WBA",18,"EVE",7,TRUE,"2021-03-04T18:00:00Z",0,1
"265",26,283,"LIV",11,"CHE",5,TRUE,"2021-03-04T20:15:00Z",0,1
"266",27,261,"BUR",4,"ARS",1,TRUE,"2021-03-06T12:30:00Z",1,1
"267",27,265,"SHU",15,"SOU",16,TRUE,"2021-03-06T15:00:00Z",0,2
"268",27,259,"AVL",2,"WOL",20,TRUE,"2021-03-06T17:30:00Z",0,0
"269",27,260,"BHA",3,"LEI",9,TRUE,"2021-03-06T20:00:00Z",1,2
"270",27,267,"WBA",18,"NEW",14,TRUE,"2021-03-07T12:00:00Z",0,0
"271",27,263,"LIV",11,"FUL",8,TRUE,"2021-03-07T14:00:00Z",0,1
"272",27,264,"MCI",12,"MUN",13,TRUE,"2021-03-07T16:30:00Z",0,2
"273",27,266,"TOT",17,"CRY",6,TRUE,"2021-03-07T19:15:00Z",4,1
"274",27,262,"CHE",5,"EVE",7,TRUE,"2021-03-08T18:00:00Z",2,0
"275",27,268,"WHU",19,"LEE",10,TRUE,"2021-03-08T20:00:00Z",2,0
"276",27,325,"MCI",12,"SOU",16,TRUE,"2021-03-10T18:00:00Z",5,2
"277",28,276,"NEW",14,"AVL",2,TRUE,"2021-03-12T20:00:00Z",1,1
"278",28,273,"LEE",10,"CHE",5,TRUE,"2021-03-13T12:30:00Z",0,0
"279",28,270,"CRY",6,"WBA",18,TRUE,"2021-03-13T15:00:00Z",1,0
"280",28,271,"EVE",7,"BUR",4,TRUE,"2021-03-13T17:30:00Z",1,2
"281",28,272,"FUL",8,"MCI",12,TRUE,"2021-03-13T20:00:00Z",0,3
"282",28,277,"SOU",16,"BHA",3,TRUE,"2021-03-14T12:00:00Z",1,2
"283",28,274,"LEI",9,"SHU",15,TRUE,"2021-03-14T14:00:00Z",5,0
"284",28,269,"ARS",1,"TOT",17,TRUE,"2021-03-14T16:30:00Z",2,1
"285",28,275,"MUN",13,"WHU",19,TRUE,"2021-03-14T19:15:00Z",1,0
"286",28,278,"WOL",20,"LIV",11,TRUE,"2021-03-15T20:00:00Z",0,1
"287",29,282,"FUL",8,"LEE",10,TRUE,"2021-03-19T20:00:00Z",1,2
"288",29,279,"BHA",3,"NEW",14,TRUE,"2021-03-20T20:00:00Z",3,0
"289",29,288,"WHU",19,"ARS",1,TRUE,"2021-03-21T15:00:00Z",3,3
"290",29,170,"AVL",2,"TOT",17,TRUE,"2021-03-21T19:30:00Z",0,2
"291",30,291,"CHE",5,"WBA",18,TRUE,"2021-04-03T11:30:00Z",2,5
"292",30,293,"LEE",10,"SHU",15,TRUE,"2021-04-03T14:00:00Z",2,1
"293",30,294,"LEI",9,"MCI",12,TRUE,"2021-04-03T16:30:00Z",0,2
"294",30,289,"ARS",1,"LIV",11,TRUE,"2021-04-03T19:00:00Z",0,3
"295",30,297,"SOU",16,"BUR",4,TRUE,"2021-04-04T11:00:00Z",3,2
"296",30,296,"NEW",14,"TOT",17,TRUE,"2021-04-04T13:05:00Z",2,2
"297",30,290,"AVL",2,"FUL",8,TRUE,"2021-04-04T15:30:00Z",3,1
"298",30,295,"MUN",13,"BHA",3,TRUE,"2021-04-04T18:30:00Z",2,1
"299",30,292,"EVE",7,"CRY",6,TRUE,"2021-04-05T17:00:00Z",1,1
"300",30,298,"WOL",20,"WHU",19,TRUE,"2021-04-05T19:15:00Z",2,3
"301",31,302,"FUL",8,"WOL",20,TRUE,"2021-04-09T19:00:00Z",0,1
"302",31,304,"MCI",12,"LEE",10,TRUE,"2021-04-10T11:30:00Z",1,2
