"","id","name","deadline_time","average_entry_score","finished","data_checked","highest_scoring_entry","deadline_time_epoch","deadline_time_game_offset","highest_score","is_previous","is_current","is_next","chip_name","num_played","most_selected","most_transferred_in","top_element","top_element_info.id","top_element_info.points","transfers_made","most_captained","most_vice_captained"
"31", 9,"Gameweek 9","2020-11-21T11:00:00Z",55,TRUE,TRUE,1800361,1605956400,0,119,FALSE,FALSE,FALSE,"bboost",  76389,164,302,164,164, 13,12576286,302,390
"32", 9,"Gameweek 9","2020-11-21T11:00:00Z",55,TRUE,TRUE,1800361,1605956400,0,119,FALSE,FALSE,FALSE,"freehit", 158381,164,302,164,164, 13,12576286,302,390
"33", 9,"Gameweek 9","2020-11-21T11:00:00Z",55,TRUE,TRUE,1800361,1605956400,0,119,FALSE,FALSE,FALSE,"wildcard", 259461,164,302,164,164, 13,12576286,302,390
"34", 9,"Gameweek 9","2020-11-21T11:00:00Z",55,TRUE,TRUE,1800361,1605956400,0,119,FALSE,FALSE,FALSE,"3xc",  87933,164,302,164,164, 13,12576286,302,390
"35",10,"Gameweek 10","2020-11-27T18:30:00Z",44,TRUE,TRUE,4357171,1606501800,0,117,FALSE,FALSE,FALSE,"bboost",  48490,164,468,275,275, 21, 8328156,224,164
"36",10,"Gameweek 10","2020-11-27T18:30:00Z",44,TRUE,TRUE,4357171,1606501800,0,117,FALSE,FALSE,FALSE,"freehit",  87749,164,468,275,275, 21, 8328156,224,164
"37",10,"Gameweek 10","2020-11-27T18:30:00Z",44,TRUE,TRUE,4357171,1606501800,0,117,FALSE,FALSE,FALSE,"wildcard", 121238,164,468,275,275, 21, 8328156,224,164
"38",10,"Gameweek 10","2020-11-27T18:30:00Z",44,TRUE,TRUE,4357171,1606501800,0,117,FALSE,FALSE,FALSE,"3xc",  82820,164,468,275,275, 21, 8328156,224,164
"39",11,"Gameweek 11","2020-12-05T11:00:00Z",62,TRUE,TRUE,5110538,1607166000,0,132,FALSE,FALSE,FALSE,"bboost",  41291,164,468,141,141, 18,10260651,302,390
"40",11,"Gameweek 11","2020-12-05T11:00:00Z",62,TRUE,TRUE,5110538,1607166000,0,132,FALSE,FALSE,FALSE,"freehit", 156906,164,468,141,141, 18,10260651,302,390
"41",11,"Gameweek 11","2020-12-05T11:00:00Z",62,TRUE,TRUE,5110538,1607166000,0,132,FALSE,FALSE,FALSE,"wildcard", 136212,164,468,141,141, 18,10260651,302,390
"42",11,"Gameweek 11","2020-12-05T11:00:00Z",62,TRUE,TRUE,5110538,1607166000,0,132,FALSE,FALSE,FALSE,"3xc",  88610,164,468,141,141, 18,10260651,302,390
"43",12,"Gameweek 12","2020-12-11T18:30:00Z",51,TRUE,TRUE,3123679,1607711400,0,120,FALSE,FALSE,FALSE,"bboost",  89621,390,254,231,231, 16, 7999562,254,390
"44",12,"Gameweek 12","2020-12-11T18:30:00Z",51,TRUE,TRUE,3123679,1607711400,0,120,FALSE,FALSE,FALSE,"freehit",  60402,390,254,231,231, 16, 7999562,254,390
"45",12,"Gameweek 12","2020-12-11T18:30:00Z",51,TRUE,TRUE,3123679,1607711400,0,120,FALSE,FALSE,FALSE,"wildcard",  91197,390,254,231,231, 16, 7999562,254,390
"46",12,"Gameweek 12","2020-12-11T18:30:00Z",51,TRUE,TRUE,3123679,1607711400,0,120,FALSE,FALSE,FALSE,"3xc",  98831,390,254,231,231, 16, 7999562,254,390
"47",13,"Gameweek 13","2020-12-15T16:30:00Z",42,TRUE,TRUE,7635989,1608049800,0,100,FALSE,FALSE,FALSE,"bboost",  75312,390,141,165,165, 14, 6780344,302,390
"48",13,"Gameweek 13","2020-12-15T16:30:00Z",42,TRUE,TRUE,7635989,1608049800,0,100,FALSE,FALSE,FALSE,"freehit",  51261,390,141,165,165, 14, 6780344,302,390
"49",13,"Gameweek 13","2020-12-15T16:30:00Z",42,TRUE,TRUE,7635989,1608049800,0,100,FALSE,FALSE,FALSE,"wildcard",  64286,390,141,165,165, 14, 6780344,302,390
"50",13,"Gameweek 13","2020-12-15T16:30:00Z",42,TRUE,TRUE,7635989,1608049800,0,100,FALSE,FALSE,FALSE,"3xc",  70299,390,141,165,165, 14, 6780344,302,390
"51",14,"Gameweek 14","2020-12-19T11:00:00Z",60,TRUE,TRUE,2778028,1608375600,0,136,FALSE,FALSE,FALSE,"bboost",  49711,390,474,309,309, 18, 5947944,254,390
"52",14,"Gameweek 14","2020-12-19T11:00:00Z",60,TRUE,TRUE,2778028,1608375600,0,136,FALSE,FALSE,FALSE,"freehit",  31043,390,474,309,309, 18, 5947944,254,390
"53",14,"Gameweek 14","2020-12-19T11:00:00Z",60,TRUE,TRUE,2778028,1608375600,0,136,FALSE,FALSE,FALSE,"wildcard",  54437,390,474,309,309, 18, 5947944,254,390
"54",14,"Gameweek 14","2020-12-19T11:00:00Z",60,TRUE,TRUE,2778028,1608375600,0,136,FALSE,FALSE,FALSE,"3xc",  41744,390,474,309,309, 18, 5947944,254,390
"55",15,"Gameweek 15","2020-12-26T11:00:00Z",41,TRUE,TRUE,7696631,1608980400,0,110,FALSE,FALSE,FALSE,"bboost",  57942,390,254, 39, 39, 15, 9177142,254,390
"56",15,"Gameweek 15","2020-12-26T11:00:00Z",41,TRUE,TRUE,7696631,1608980400,0,110,FALSE,FALSE,FALSE,"freehit",  66424,390,254, 39, 39, 15, 9177142,254,390
"57",15,"Gameweek 15","2020-12-26T11:00:00Z",41,TRUE,TRUE,7696631,1608980400,0,110,FALSE,FALSE,FALSE,"wildcard", 119950,390,254, 39, 39, 15, 9177142,254,390
"58",15,"Gameweek 15","2020-12-26T11:00:00Z",41,TRUE,TRUE,7696631,1608980400,0,110,FALSE,FALSE,FALSE,"3xc", 152494,390,254, 39, 39, 15, 9177142,254,390
"59",16,"Gameweek 16","2020-12-28T13:30:00Z",37,TRUE,TRUE,3757024,1609162200,0, 95,FALSE,FALSE,FALSE,"bboost",  50094,390,376, 88, 88, 15, 6438409,254,390
"60",16,"Gameweek 16","2020-12-28T13:30:00Z",37,TRUE,TRUE,3757024,1609162200,0, 95,FALSE,FALSE,FALSE,"freehit",  38038,390,376, 88, 88, 15, 6438409,254,390
"61",16,"Gameweek 16","2020-12-28T13:30:00Z",37,TRUE,TRUE,3757024,1609162200,0, 95,FALSE,FALSE,FALSE,"wildcard", 174034,390,376, 88, 88, 15, 6438409,254,390
"62",16,"Gameweek 16","2020-12-28T13:30:00Z",37,TRUE,TRUE,3757024,1609162200,0, 95,FALSE,FALSE,FALSE,"3xc",  63220,390,376, 88, 88, 15, 6438409,254,390
"63",17,"Gameweek 17","2021-01-01T16:00:00Z",56,TRUE,TRUE,7770159,1609516800,0,129,FALSE,FALSE,FALSE,"bboost",  41306,390,141, 17, 17, 18, 7293426,254,390
"64",17,"Gameweek 17","2021-01-01T16:00:00Z",56,TRUE,TRUE,7770159,1609516800,0,129,FALSE,FALSE,FALSE,"freehit",  27069,390,141, 17, 17, 18, 7293426,254,390
"65",17,"Gameweek 17","2021-01-01T16:00:00Z",56,TRUE,TRUE,7770159,1609516800,0,129,FALSE,FALSE,FALSE,"wildcard", 222186,390,141, 17, 17, 18, 7293426,254,390
"66",17,"Gameweek 17","2021-01-01T16:00:00Z",56,TRUE,TRUE,7770159,1609516800,0,129,FALSE,FALSE,FALSE,"3xc",  36841,390,141, 17, 17, 18, 7293426,254,390
"67",18,"Gameweek 18","2021-01-12T16:30:00Z",30,TRUE,TRUE,7254288,1610469000,0, 86,FALSE,FALSE,FALSE,"bboost",  19636,390,272,156,156, 11,32158085,388,390
"68",18,"Gameweek 18","2021-01-12T16:30:00Z",30,TRUE,TRUE,7254288,1610469000,0, 86,FALSE,FALSE,FALSE,"freehit",1410195,390,272,156,156, 11,32158085,388,390
"69",18,"Gameweek 18","2021-01-12T16:30:00Z",30,TRUE,TRUE,7254288,1610469000,0, 86,FALSE,FALSE,FALSE,"wildcard", 498119,390,272,156,156, 11,32158085,388,390
"70",18,"Gameweek 18","2021-01-12T16:30:00Z",30,TRUE,TRUE,7254288,1610469000,0, 86,FALSE,FALSE,FALSE,"3xc",  55090,390,272,156,156, 11,32158085,388,390
"71",19,"Gameweek 19","2021-01-16T11:00:00Z",74,TRUE,TRUE,1915505,1610794800,0,195,FALSE,FALSE,FALSE,"bboost", 387836,390,449,273,273, 27,12977478,254,302
"72",19,"Gameweek 19","2021-01-16T11:00:00Z",74,TRUE,TRUE,1915505,1610794800,0,195,FALSE,FALSE,FALSE,"freehit", 223366,390,449,273,273, 27,12977478,254,302
"73",19,"Gameweek 19","2021-01-16T11:00:00Z",74,TRUE,TRUE,1915505,1610794800,0,195,FALSE,FALSE,FALSE,"wildcard", 416567,390,449,273,273, 27,12977478,254,302
"74",19,"Gameweek 19","2021-01-16T11:00:00Z",74,TRUE,TRUE,1915505,1610794800,0,195,FALSE,FALSE,FALSE,"3xc", 531377,390,449,273,273, 27,12977478,254,302
"75",20,"Gameweek 20","2021-01-26T16:30:00Z",42,TRUE,TRUE,3387201,1611678600,0,123,FALSE,FALSE,FALSE,"bboost",  83827,390,273,277,277, 17,11307045,302,390
"76",20,"Gameweek 20","2021-01-26T16:30:00Z",42,TRUE,TRUE,3387201,1611678600,0,123,FALSE,FALSE,FALSE,"freehit",  34126,390,273,277,277, 17,11307045,302,390
"77",20,"Gameweek 20","2021-01-26T16:30:00Z",42,TRUE,TRUE,3387201,1611678600,0,123,FALSE,FALSE,FALSE,"wildcard", 337151,390,273,277,277, 17,11307045,302,390
"78",20,"Gameweek 20","2021-01-26T16:30:00Z",42,TRUE,TRUE,3387201,1611678600,0,123,FALSE,FALSE,FALSE,"3xc",  67565,390,273,277,277, 17,11307045,302,390
"79",21,"Gameweek 21","2021-01-30T11:00:00Z",48,TRUE,TRUE,1801930,1612004400,0,120,FALSE,FALSE,FALSE,"bboost",  52599,390,164,102,102, 15, 8598592,302,390
"80",21,"Gameweek 21","2021-01-30T11:00:00Z",48,TRUE,TRUE,1801930,1612004400,0,120,FALSE,FALSE,FALSE,"freehit",  31221,390,164,102,102, 15, 8598592,302,390
"81",21,"Gameweek 21","2021-01-30T11:00:00Z",48,TRUE,TRUE,1801930,1612004400,0,120,FALSE,FALSE,FALSE,"wildcard", 229286,390,164,102,102, 15, 8598592,302,390
"82",21,"Gameweek 21","2021-01-30T11:00:00Z",48,TRUE,TRUE,1801930,1612004400,0,120,FALSE,FALSE,FALSE,"3xc",  38193,390,164,102,102, 15, 8598592,302,390
"83",22,"Gameweek 22","2021-02-02T16:30:00Z",57,TRUE,TRUE, 563631,1612283400,0,147,FALSE,FALSE,FALSE,"bboost",  50587,390,254,313,313, 17, 6792640,254,302
"84",22,"Gameweek 22","2021-02-02T16:30:00Z",57,TRUE,TRUE, 563631,1612283400,0,147,FALSE,FALSE,FALSE,"freehit",  24578,390,254,313,313, 17, 6792640,254,302
"85",22,"Gameweek 22","2021-02-02T16:30:00Z",57,TRUE,TRUE, 563631,1612283400,0,147,FALSE,FALSE,FALSE,"wildcard", 132015,390,254,313,313, 17, 6792640,254,302
"86",22,"Gameweek 22","2021-02-02T16:30:00Z",57,TRUE,TRUE, 563631,1612283400,0,147,FALSE,FALSE,FALSE,"3xc",  39196,390,254,313,313, 17, 6792640,254,302
"87",23,"Gameweek 23","2021-02-06T11:00:00Z",58,TRUE,TRUE, 748658,1612609200,0,133,FALSE,FALSE,FALSE,"bboost",  78798,302,313,284,284, 16, 7127546,302,302
"88",23,"Gameweek 23","2021-02-06T11:00:00Z",58,TRUE,TRUE, 748658,1612609200,0,133,FALSE,FALSE,FALSE,"freehit",  24737,302,313,284,284, 16, 7127546,302,302
"89",23,"Gameweek 23","2021-02-06T11:00:00Z",58,TRUE,TRUE, 748658,1612609200,0,133,FALSE,FALSE,FALSE,"wildcard", 111646,302,313,284,284, 16, 7127546,302,302
"90",23,"Gameweek 23","2021-02-06T11:00:00Z",58,TRUE,TRUE, 748658,1612609200,0,133,FALSE,FALSE,FALSE,"3xc",  31897,302,313,284,284, 16, 7127546,302,302
"91",24,"Gameweek 24","2021-02-13T11:00:00Z",61,TRUE,TRUE,7872587,1613214000,0,164,FALSE,FALSE,FALSE,"bboost", 162092,302,271,562,562, 20,11034241,302,302
"92",24,"Gameweek 24","2021-02-13T11:00:00Z",61,TRUE,TRUE,7872587,1613214000,0,164,FALSE,FALSE,FALSE,"freehit",  98762,302,271,562,562, 20,11034241,302,302
"93",24,"Gameweek 24","2021-02-13T11:00:00Z",61,TRUE,TRUE,7872587,1613214000,0,164,FALSE,FALSE,FALSE,"wildcard", 196103,302,271,562,562, 20,11034241,302,302
"94",24,"Gameweek 24","2021-02-13T11:00:00Z",61,TRUE,TRUE,7872587,1613214000,0,164,FALSE,FALSE,FALSE,"3xc", 170040,302,271,562,562, 20,11034241,302,302
"95",25,"Gameweek 25","2021-02-19T18:30:00Z",55,TRUE,TRUE,2837306,1613759400,0,135,FALSE,FALSE,FALSE,"bboost",  80989,302,366,200,200, 17, 8312939,202,302
"96",25,"Gameweek 25","2021-02-19T18:30:00Z",55,TRUE,TRUE,2837306,1613759400,0,135,FALSE,FALSE,FALSE,"freehit",  30295,302,366,200,200, 17, 8312939,202,302
"97",25,"Gameweek 25","2021-02-19T18:30:00Z",55,TRUE,TRUE,2837306,1613759400,0,135,FALSE,FALSE,FALSE,"wildcard", 168620,302,366,200,200, 17, 8312939,202,302
"98",25,"Gameweek 25","2021-02-19T18:30:00Z",55,TRUE,TRUE,2837306,1613759400,0,135,FALSE,FALSE,FALSE,"3xc",  94778,302,366,200,200, 17, 8312939,202,302
"99",26,"Gameweek 26","2021-02-27T11:00:00Z",75,TRUE,TRUE,1628363,1614423600,0,178,FALSE,FALSE,FALSE,"bboost", 502600,302,235,543,543, 21,11825562,302,302
"100",26,"Gameweek 26","2021-02-27T11:00:00Z",75,TRUE,TRUE,1628363,1614423600,0,178,FALSE,FALSE,FALSE,"freehit",  85597,302,235,543,543, 21,11825562,302,302
"101",26,"Gameweek 26","2021-02-27T11:00:00Z",75,TRUE,TRUE,1628363,1614423600,0,178,FALSE,FALSE,FALSE,"wildcard", 265817,302,235,543,543, 21,11825562,302,302
"102",26,"Gameweek 26","2021-02-27T11:00:00Z",75,TRUE,TRUE,1628363,1614423600,0,178,FALSE,FALSE,FALSE,"3xc", 684564,302,235,543,543, 21,11825562,302,302
"103",27,"Gameweek 27","2021-03-06T11:00:00Z",60,TRUE,TRUE,3383237,1615028400,0,167,FALSE,FALSE,FALSE,"bboost",  69639,302,301,275,275, 20, 6820289,271,390
"104",27,"Gameweek 27","2021-03-06T11:00:00Z",60,TRUE,TRUE,3383237,1615028400,0,167,FALSE,FALSE,FALSE,"freehit",  22573,302,301,275,275, 20, 6820289,271,390
"105",27,"Gameweek 27","2021-03-06T11:00:00Z",60,TRUE,TRUE,3383237,1615028400,0,167,FALSE,FALSE,FALSE,"wildcard",  85575,302,301,275,275, 20, 6820289,271,390
"106",27,"Gameweek 27","2021-03-06T11:00:00Z",60,TRUE,TRUE,3383237,1615028400,0,167,FALSE,FALSE,FALSE,"3xc",  97102,302,301,275,275, 20, 6820289,271,390
"107",28,"Gameweek 28","2021-03-12T18:30:00Z",43,TRUE,TRUE,1000043,1615573800,0,119,FALSE,FALSE,FALSE,"bboost",  40230,302,543,233,233, 17, 6579759,302,302
"108",28,"Gameweek 28","2021-03-12T18:30:00Z",43,TRUE,TRUE,1000043,1615573800,0,119,FALSE,FALSE,FALSE,"freehit",  18545,302,543,233,233, 17, 6579759,302,302
"109",28,"Gameweek 28","2021-03-12T18:30:00Z",43,TRUE,TRUE,1000043,1615573800,0,119,FALSE,FALSE,FALSE,"wildcard",  81612,302,543,233,233, 17, 6579759,302,302
"110",28,"Gameweek 28","2021-03-12T18:30:00Z",43,TRUE,TRUE,1000043,1615573800,0,119,FALSE,FALSE,FALSE,"3xc",  27433,302,543,233,233, 17, 6579759,302,302
"111",29,"Gameweek 29","2021-03-19T18:30:00Z",25,TRUE,TRUE,3650109,1616178600,0,104,FALSE,FALSE,FALSE,"bboost",  11778,302,543, 69, 69, 14,11341856,388,390
"112",29,"Gameweek 29","2021-03-19T18:30:00Z",25,TRUE,TRUE,3650109,1616178600,0,104,FALSE,FALSE,FALSE,"freehit", 353319,302,543, 69, 69, 14,11341856,388,390
"113",29,"Gameweek 29","2021-03-19T18:30:00Z",25,TRUE,TRUE,3650109,1616178600,0,104,FALSE,FALSE,FALSE,"wildcard", 113814,302,543, 69, 69, 14,11341856,388,390
"114",29,"Gameweek 29","2021-03-19T18:30:00Z",25,TRUE,TRUE,3650109,1616178600,0,104,FALSE,FALSE,FALSE,"3xc",  13953,302,543, 69, 69, 14,11341856,388,390
"115",30,"Gameweek 30","2021-04-03T10:00:00Z",46,TRUE,TRUE,6501872,1617444000,0,114,FALSE,FALSE,FALSE,"bboost", 121159,302,301,481,481, 21, 5213853,388,302
"116",30,"Gameweek 30","2021-04-03T10:00:00Z",46,TRUE,TRUE,6501872,1617444000,0,114,FALSE,FALSE,FALSE,"freehit",   9388,302,301,481,481, 21, 5213853,388,302
"117",30,"Gameweek 30","2021-04-03T10:00:00Z",46,TRUE,TRUE,6501872,1617444000,0,114,FALSE,FALSE,FALSE,"wildcard",  88421,302,301,481,481, 21, 5213853,388,302
"118",30,"Gameweek 30","2021-04-03T10:00:00Z",46,TRUE,TRUE,6501872,1617444000,0,114,FALSE,FALSE,FALSE,"3xc",  30851,302,301,481,481, 21, 5213853,388,302
"119",31,"Gameweek 31","2021-04-09T17:30:00Z",41,TRUE,TRUE,2630804,1617989400,0,124,FALSE,FALSE,FALSE,"bboost",  31609,302,468,200,200, 17, 6962826,388,302
"120",31,"Gameweek 31","2021-04-09T17:30:00Z",41,TRUE,TRUE,2630804,1617989400,0,124,FALSE,FALSE,FALSE,"freehit",  10347,302,468,200,200, 17, 6962826,388,302
"121",31,"Gameweek 31","2021-04-09T17:30:00Z",41,TRUE,TRUE,2630804,1617989400,0,124,FALSE,FALSE,FALSE,"wildcard", 160921,302,468,200,200, 17, 6962826,388,302
"122",31,"Gameweek 31","2021-04-09T17:30:00Z",41,TRUE,TRUE,2630804,1617989400,0,124,FALSE,FALSE,FALSE,"3xc",  15323,302,468,200,200, 17, 6962826,388,302
"123",32,"Gameweek 32","2021-04-16T17:30:00Z",47,TRUE,TRUE, 785194,1618594200,0,120,FALSE,FALSE,FALSE,"bboost",  43563,302,233,219,219, 15, 6802323,388,390
"124",32,"Gameweek 32","2021-04-16T17:30:00Z",47,TRUE,TRUE, 785194,1618594200,0,120,FALSE,FALSE,FALSE,"freehit",  18712,302,233,219,219, 15, 6802323,388,390
"125",32,"Gameweek 32","2021-04-16T17:30:00Z",47,TRUE,TRUE, 785194,1618594200,0,120,FALSE,FALSE,FALSE,"wildcard",  92793,302,233,219,219, 15, 6802323,388,390
"126",32,"Gameweek 32","2021-04-16T17:30:00Z",47,TRUE,TRUE, 785194,1618594200,0,120,FALSE,FALSE,FALSE,"3xc", 412579,302,233,219,219, 15, 6802323,388,390
"127",33,"Gameweek 33","2021-04-23T17:30:00Z",36,TRUE,TRUE,2024700,1619199000,0,110,FALSE,FALSE,FALSE,"bboost",  11321,302,224, 91, 91, 20, 7168569,254,302
"128",33,"Gameweek 33","2021-04-23T17:30:00Z",36,TRUE,TRUE,2024700,1619199000,0,110,FALSE,FALSE,FALSE,"freehit",  56586,302,224, 91, 91, 20, 7168569,254,302
"129",33,"Gameweek 33","2021-04-23T17:30:00Z",36,TRUE,TRUE,2024700,1619199000,0,110,FALSE,FALSE,FALSE,"wildcard", 117586,302,224, 91, 91, 20, 7168569,254,302
"130",33,"Gameweek 33","2021-04-23T17:30:00Z",36,TRUE,TRUE,2024700,1619199000,0,110,FALSE,FALSE,FALSE,"3xc",  23694,302,224, 91, 91, 20, 7168569,254,302
"131",34,"Gameweek 34","2021-04-30T17:30:00Z",39,TRUE,TRUE,8136723,1619803800,0,125,FALSE,FALSE,FALSE,"bboost", 101603,302,388,543,543, 21, 4262181,388,390
"132",34,"Gameweek 34","2021-04-30T17:30:00Z",39,TRUE,TRUE,8136723,1619803800,0,125,FALSE,FALSE,FALSE,"freehit",  10297,302,388,543,543, 21, 4262181,388,390
"133",34,"Gameweek 34","2021-04-30T17:30:00Z",39,TRUE,TRUE,8136723,1619803800,0,125,FALSE,FALSE,FALSE,"wildcard",  41900,302,388,543,543, 21, 4262181,388,390
"134",34,"Gameweek 34","2021-04-30T17:30:00Z",39,TRUE,TRUE,8136723,1619803800,0,125,FALSE,FALSE,FALSE,"3xc",  58838,302,388,543,543, 21, 4262181,388,390
"135",35,"Gameweek 35","2021-05-07T17:30:00Z",83,TRUE,TRUE, 606613,1620408600,0,200,FALSE,FALSE,FALSE,"bboost", 366980,302,315, 23, 23, 19, 7305131,302,302
"136",35,"Gameweek 35","2021-05-07T17:30:00Z",83,TRUE,TRUE, 606613,1620408600,0,200,FALSE,FALSE,FALSE,"freehit",  56569,302,315, 23, 23, 19, 7305131,302,302
"137",35,"Gameweek 35","2021-05-07T17:30:00Z",83,TRUE,TRUE, 606613,1620408600,0,200,FALSE,FALSE,FALSE,"wildcard",  83032,302,315, 23, 23, 19, 7305131,302,302
"138",35,"Gameweek 35","2021-05-07T17:30:00Z",83,TRUE,TRUE, 606613,1620408600,0,200,FALSE,FALSE,FALSE,"3xc", 259618,302,315, 23, 23, 19, 7305131,302,302
"139",36,"Gameweek 36","2021-05-14T17:30:00Z",38,TRUE,TRUE,1037120,1621013400,0,118,FALSE,FALSE,FALSE,"bboost",  24600,302,164,287,287, 20, 6641444,254,390
