"","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","playername"
"324",0,0,197464,0,0,-1,1,0,2,"0.0","0.0",0,"Nathaniel","0.0",589,FALSE,"Joined Stuttgart on loan until the end of the season on 13/1. - Expected back 01 Aug","2020-01-13T10:30:15.674267Z",39,"197464.jpg","0.0","Phillips","0.0",FALSE,NA,"n",10,14,0,1653,0,1009,0,"0.0","0.0","Phillips",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",515,185,495,185,463,175,517,185,"Nathaniel Phillips"
"325",NA,NA,157882,0,0,-7,7,0,3,"1.7","1.9",2,"Takumi","0.9",590,FALSE,"",NA,58,"157882.jpg","1.1","Minamino","0.1",FALSE,NA,"a",10,14,11,22621,0,20092,0,"0.2","1.9","Minamino",241,0,0,0,2,0,0,0,0,0,0,0,20,"17.4","29.9","85.0","12.7",456,190,379,186,299,150,415,179,"Takumi Minamino"
"326",NA,NA,441271,0,0,-1,1,0,2,"1.0","1.0",0,"Ki-Jana","0.0",628,FALSE,"",NA,39,"441271.jpg","0.0","Hoever","0.0",FALSE,NA,"a",10,14,0,1948,0,1076,0,"0.0","0.0","Hoever",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",523,193,504,194,473,185,525,193,"Ki-Jana Hoever"
"327",100,100,146941,0,0,-2,2,1,2,"5.8","6.1",6,"Aymeric","4.6",202,FALSE,"","2020-02-26T22:30:14.945527Z",63,"146941.jpg","4.2","Laporte","4.1",FALSE,NA,"a",11,43,63,429604,0,714461,0,"0.7","10.0","Laporte",1096,1,0,8,5,0,0,0,1,0,0,0,298,"246.8","62.2","79.0","38.7",276,111,328,109,309,101,334,119,"Aymeric Laporte"
"328",100,100,58621,0,0,-3,3,2,2,"5.5","6.4",10,"Kyle","4.9",203,FALSE,"","2019-10-19T19:00:18.236898Z",57,"58621.jpg","3.9","Walker","13.2",FALSE,NA,"a",11,43,114,1133005,0,1532689,0,"0.9","20.0","Walker",2392,1,4,12,24,0,0,0,5,0,0,7,573,"435.6","394.4","169.0","100.1",168,63,100,20,224,53,151,40,"Kyle Walker"
"329",100,100,102826,0,0,-5,5,0,2,"4.3","3.9",0,"Benjamin","2.4",204,FALSE,"","2020-03-12T23:00:15.905785Z",55,"102826.jpg","3.9","Mendy","1.6",FALSE,NA,"a",11,43,74,390888,0,320067,0,"0.4","13.5","Mendy",1491,0,2,9,13,0,0,0,3,0,0,3,378,"243.0","403.2","106.0","75.5",280,112,99,19,271,79,214,59,"Benjamin Mendy"
"330",100,100,206325,0,0,-3,3,0,2,"3.3","3.1",0,"Oleksandr","1.6",206,FALSE,"","2020-02-02T19:00:22.086802Z",52,"206325.jpg","2.6","Zinchenko","2.4",FALSE,NA,"a",11,43,49,622994,0,1174276,0,"0.3","9.4","Zinchenko",1271,0,0,6,15,0,0,0,0,1,0,1,295,"232.0","375.8","102.0","71.2",291,116,111,24,279,82,227,66,"Oleksandr Zinchenko"
"331",100,100,97299,0,0,-2,2,0,2,"3.2","2.9",0,"John","1.4",207,FALSE,"","2020-06-19T16:00:13.376850Z",53,"97299.jpg","2.1","Stones","1.0",FALSE,NA,"a",11,43,34,110733,0,282236,0,"0.3","6.4","Stones",1118,0,0,3,16,0,0,0,0,0,0,0,231,"216.4","53.0","66.0","33.7",307,118,343,118,325,111,349,124,"John Stones"
"332",100,100,57410,0,0,-7,7,1,2,"3.0","2.8",0,"Nicolás","1.3",208,FALSE,"","2020-01-02T20:30:18.886401Z",48,"57410.jpg","3.4","Otamendi","2.4",FALSE,NA,"a",11,43,82,853086,0,828579,0,"0.3","17.1","Otamendi",1710,2,1,7,21,0,0,0,3,0,0,6,389,"443.6","65.5","319.0","82.7",159,58,321,104,128,19,196,53,"Nicolás Otamendi"
"333",0,0,100180,0,0,0,0,0,2,"0.0","0.0",0,"Danilo Luiz","0.0",209,FALSE,"Joined Juventus on a permanent deal on 7/8.","2019-08-07T20:30:14.457427Z",50,"100180.jpg","0.0","da Silva","0.0",FALSE,NA,"u",11,43,0,808,0,6018,0,"0.0","0.0","Danilo",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",650,222,646,222,642,221,652,222,"Danilo Luiz da Silva"
"334",0,0,37572,0,0,-4,4,4,4,"0.0","0.0",0,"Sergio","0.0",210,FALSE,"Knee injury - Unknown return date","2020-06-22T21:30:22.286531Z",116,"37572.jpg","5.5","Agüero","11.8",FALSE,NA,"i",11,43,132,3383429,0,3973926,0,"0.0","11.4","Agüero",1449,16,6,5,18,0,0,1,1,0,0,14,509,"641.2","256.4","1188.0","208.2",66,10,163,24,17,12,33,12,"Sergio Agüero"
"335",100,100,205651,0,0,4,-4,3,4,"7.2","7.5",8,"Gabriel Fernando","6.0",211,FALSE,"","2019-12-27T19:30:12.474110Z",99,"205651.jpg","4.3","de Jesus","8.2",FALSE,NA,"a",11,43,146,1243451,0,857101,0,"0.6","14.7","Jesus",2018,14,8,12,14,0,0,1,3,0,0,17,535,"757.6","447.7","1620.0","282.1",36,7,72,8,5,3,13,6,"Gabriel Fernando de Jesus"
"336",100,100,121160,0,0,1,-1,0,1,"6.5","6.8",7,"Ederson","5.3",212,FALSE,"","2020-01-01T17:30:18.272745Z",61,"121160.jpg","3.8","Santana de Moraes","13.4",FALSE,NA,"a",11,43,133,1248454,0,1642029,0,"0.9","21.8","Ederson",3071,0,0,16,31,0,0,0,3,1,68,2,645,"608.6","16.0","0.0","62.3",73,15,410,4,662,72,261,15,"Ederson Santana de Moraes"
"337",75,50,33148,0,0,-3,3,0,1,"0.8","0.8",0,"Claudio","0.0",213,FALSE,"Muscle injury - 75% chance of playing","2020-07-17T13:00:17.198790Z",47,"33148.jpg","2.8","Bravo","0.3",FALSE,NA,"d",11,43,11,23508,0,37332,0,"0.0","2.3","Bravo",346,0,0,1,7,0,0,0,0,0,8,0,69,"57.8","0.0","0.0","5.8",417,32,630,63,621,60,446,32,"Claudio Bravo"
"338",100,100,103955,0,0,0,0,7,3,"12.5","12.1",8,"Raheem","10.6",214,TRUE,"","2020-02-02T19:00:22.102540Z",120,"103955.jpg","6.2","Sterling","23.2",FALSE,NA,"a",11,43,204,3032220,0,3657073,0,"0.9","17.0","Sterling",2651,20,6,13,31,0,0,2,5,0,0,20,642,"921.6","751.3","1829.0","350.2",13,4,23,20,2,2,3,3,"Raheem Sterling"
"339",100,100,61366,0,0,11,-11,9,3,"6.7","8.6",19,"Kevin","7.1",215,TRUE,"","2020-03-04T22:30:16.371900Z",106,"61366.jpg","7.2","De Bruyne","48.9",FALSE,NA,"a",11,43,251,6122288,0,4010477,0,"0.7","23.7","De Bruyne",2790,13,23,18,22,0,0,0,3,0,0,35,988,"1322.2","1990.8","1005.0","432.1",1,1,1,1,27,11,1,1,"Kevin De Bruyne"
"340",0,0,182156,0,0,-4,4,0,3,"0.0","0.0",0,"Leroy","0.0",216,FALSE,"Joined Bayern Munich on a permanent deal on 3/7","2020-07-03T08:30:21.167208Z",91,"182156.jpg","1.0","Sané","0.2",FALSE,NA,"u",11,43,1,19588,0,52391,0,"0.0","0.1","Sané",11,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","1.1","11.0","1.0",666,277,468,210,415,191,494,210,"Leroy Sané"
"341",100,100,103025,0,0,1,-1,5,3,"4.5","5.4",9,"Riyad","3.9",217,FALSE,"","2020-01-27T16:30:23.592705Z",86,"103025.jpg","5.3","Mahrez","10.1",FALSE,NA,"a",11,43,175,2614566,0,2151163,0,"0.5","20.3","Mahrez",1934,11,14,10,15,0,0,0,0,0,0,17,668,"814.2","885.8","1094.0","279.5",31,10,13,10,22,9,14,7,"Riyad Mahrez"
"342",100,100,165809,0,0,-4,4,2,3,"4.3","4.1",1,"Bernardo Mota","2.6",218,FALSE,"","2019-11-13T14:30:18.982377Z",76,"165809.jpg","3.4","Veiga de Carvalho e Silva","8.1",FALSE,NA,"a",11,43,116,1071058,0,2194989,0,"0.3","15.3","Bernardo Silva",2021,6,7,9,24,0,0,0,5,0,0,7,526,"626.2","773.2","927.0","232.5",69,20,21,18,31,15,23,14,"Bernardo Mota Veiga de Carvalho e Silva"
"343",100,100,20664,0,0,0,0,6,3,"7.0","6.6",3,"David","5.1",219,FALSE,"","2020-02-19T22:00:17.062940Z",75,"20664.jpg","5.1","Silva","9.1",FALSE,NA,"a",11,43,139,1851572,0,1575772,0,"0.7","18.5","David Silva",1821,6,12,11,15,0,0,0,0,0,0,15,549,"639.6","735.8","937.0","231.2",68,19,24,21,29,13,24,15,"David Silva"
"344",100,100,209244,0,0,0,0,1,3,"6.0","5.5",1,"Phil","4.0",220,FALSE,"","2020-06-25T21:00:17.015528Z",55,"209244.jpg","3.0","Foden","6.0",FALSE,NA,"a",11,43,69,699754,0,301901,0,"0.7","12.5","Foden",888,5,2,4,7,0,0,0,0,0,0,4,261,"312.2","301.6","466.0","108.1",234,96,137,85,81,40,132,72,"Phil Foden"
"345",100,100,27789,0,0,-4,4,0,3,"2.2","2.2",1,"Fernando","0.7",221,FALSE,"","2020-06-25T21:30:18.302743Z",51,"27789.jpg","1.8","Luiz Rosa","0.6",FALSE,NA,"a",11,43,55,52286,0,96862,0,"0.1","10.8","Fernandinho",2394,0,1,10,27,1,0,0,7,2,0,1,401,"557.6","146.2","175.0","87.9",95,31,244,142,219,116,184,95,"Fernando Luiz Rosa"
"346",100,100,59859,0,0,-4,4,0,3,"2.7","2.6",1,"Ilkay","1.1",222,FALSE,"","2019-12-21T21:00:16.830224Z",51,"59859.jpg","2.1","Gündogan","1.2",FALSE,NA,"a",11,43,65,141212,0,258927,0,"0.2","12.7","Gündogan",2012,2,1,7,28,0,0,1,7,0,0,4,382,"408.4","592.3","374.0","137.5",183,73,36,29,102,52,84,49,"Ilkay Gündogan"
"347",0,0,145235,0,0,-4,4,0,2,"0.0","0.0",0,"José Ángel","0.0",440,FALSE,"Joined RB Leipzig on loan until the end of the season on 31/1. - Expected back 01 Aug","2020-01-31T20:30:19.011146Z",46,"145235.jpg","1.8","Esmorís Tasende","0.1",FALSE,NA,"n",11,43,11,18965,0,30225,0,"0.0","2.4","Angeliño",422,0,1,0,7,0,0,0,1,0,0,1,94,"92.6","164.0","58.0","31.6",386,148,226,59,338,120,355,129,"José Ángel Esmorís Tasende"
"348",100,100,220566,0,0,-2,2,1,3,"3.8","3.6",1,"Rodrigo","2.1",443,FALSE,"","2019-11-23T19:30:19.850877Z",53,"220566.jpg","2.6","Hernandez","1.2",FALSE,NA,"a",11,43,92,254768,0,289071,0,"0.4","17.4","Rodrigo",2480,3,2,14,27,0,0,0,8,0,0,5,516,"599.2","532.6","193.0","132.3",78,24,50,38,202,107,93,53,"Rodrigo Hernandez"
"349",100,100,121145,0,0,-4,4,0,2,"3.2","3.6",5,"João Pedro Cavaco","2.1",518,FALSE,"","2020-06-25T21:00:17.624434Z",51,"121145.jpg","2.6","Cancelo","0.8",FALSE,NA,"a",11,43,45,135300,0,189861,0,"0.4","8.8","Cancelo",1205,0,0,5,11,0,0,0,4,0,0,3,299,"265.0","287.6","141.0","69.3",269,107,148,35,242,62,235,69,"João Pedro Cavaco Cancelo"
"350",100,100,432656,0,0,0,0,0,2,"4.8","4.5",1,"Eric","3.0",544,FALSE,"","2020-06-17T22:00:17.332138Z",45,"432656.jpg","2.9","Garcia","1.0",FALSE,NA,"a",11,43,38,99409,0,28635,0,"0.7","8.4","Garcia",790,0,0,5,7,0,0,0,1,0,0,0,189,"153.0","42.2","26.0","22.2",346,135,356,124,378,137,385,139,"Eric Garcia"
"351",NA,NA,17601,0,0,0,0,0,1,"1.5","1.5",0,"Scott","0.0",562,FALSE,"",NA,40,"17601.jpg","0.0","Carson","0.1",FALSE,NA,"a",11,43,0,8349,0,5618,0,"0.0","0.0","Carson",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",524,41,505,19,474,11,526,41,"Scott Carson"
"352",NA,NA,245719,0,0,0,0,0,2,"1.5","1.5",0,"Taylor","0.0",642,FALSE,"",NA,40,"245719.jpg","0.0","Harwood-Bellis","0.0",FALSE,NA,"a",11,43,0,626,0,331,0,"0.0","0.0","Harwood-Bellis",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",543,204,525,205,494,196,545,204,"Taylor Harwood-Bellis"
"353",NA,NA,244851,0,0,0,0,0,3,"1.5","1.5",0,"Cole","0.0",643,FALSE,"",NA,45,"244851.jpg","0.0","Palmer","0.0",FALSE,NA,"a",11,43,0,140,0,77,0,"0.0","0.0","Palmer",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",620,247,610,248,596,242,622,249,"Cole Palmer"
"354",NA,NA,220394,0,0,0,0,0,3,"1.7","1.6",0,"Tommy","0.1",644,FALSE,"",NA,45,"220394.jpg","1.0","Doyle","0.0",FALSE,NA,"a",11,43,1,182,0,92,0,"0.0","0.2","Doyle",15,0,0,0,0,0,0,0,0,0,0,0,3,"3.8","2.0","7.0","1.3",487,206,454,204,426,198,486,205,"Tommy Doyle"
"355",100,100,214590,0,0,0,0,3,2,"4.2","4.6",7,"Aaron","4.1",122,FALSE,"","2020-03-04T10:30:26.229276Z",55,"214590.jpg","3.6","Wan-Bissaka","18.9",FALSE,NA,"a",12,1,127,1616611,0,2525510,0,"0.7","23.1","Wan-Bissaka",3070,0,4,12,33,0,0,0,8,0,0,16,659,"749.2","443.3","133.0","132.8",40,12,77,14,247,64,91,15,"Aaron Wan-Bissaka"
"356",100,100,95658,0,0,-2,2,1,2,"4.0","4.2",5,"Harry","3.7",160,FALSE,"","2020-03-05T21:30:18.986938Z",53,"95658.jpg","3.2","Maguire","11.2",FALSE,NA,"a",12,1,123,855993,0,1321827,0,"0.7","23.2","Maguire",3420,1,0,13,36,0,0,0,6,0,0,5,681,"772.0","214.6","371.0","136.2",34,8,189,43,104,13,85,12,"Harry Maguire"
"357",0,0,55909,0,0,-3,3,0,2,"0.0","0.0",0,"Chris","0.0",223,FALSE,"Joined AS Roma on loan until the end of the season on 30/8. - Expected back 01 Aug","2019-08-30T19:00:16.913287Z",52,"55909.jpg","0.0","Smalling","0.1",FALSE,NA,"n",12,1,0,2053,0,16876,0,"0.0","0.0","Smalling",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",654,223,651,223,648,223,655,223,"Chris Smalling"
"358",0,0,18892,0,0,-1,1,0,2,"0.0","0.0",0,"Ashley","0.0",224,FALSE,"Joined Inter Milan on a permanent deal on 17/1","2020-01-18T00:00:18.215118Z",54,"18892.jpg","2.0","Young","0.3",FALSE,NA,"u",12,1,24,21451,0,41612,0,"0.0","4.4","Young",953,0,0,2,10,0,0,0,5,0,0,0,158,"155.6","316.6","18.0","49.1",343,133,133,32,400,147,308,103,"Ashley Young"
"359",100,100,184667,0,0,-2,2,1,2,"4.5","4.6",5,"Victor","4.1",225,FALSE,"","2020-07-04T17:30:20.591352Z",53,"184667.jpg","3.3","Lindelöf","1.2",FALSE,NA,"a",12,1,116,106623,0,135908,0,"0.8","21.9","Lindelöf",3092,1,0,12,32,1,0,0,6,0,0,9,618,"554.0","73.6","79.0","70.7",99,39,305,98,308,100,230,67,"Victor Lindelöf"
"360",75,50,106760,0,0,-1,1,0,2,"1.4","1.2",0,"Luke","2.0",226,FALSE,"Ankle injury - 75% chance of playing","2020-07-13T21:30:24.523770Z",54,"106760.jpg","2.8","Shaw","0.7",FALSE,NA,"d",12,1,67,81639,0,168942,0,"0.4","12.4","Shaw",1730,0,0,8,15,0,0,0,7,0,0,2,381,"344.2","321.2","187.0","85.1",218,83,131,30,208,44,188,50,"Luke Shaw"
"361",0,0,58893,0,0,-2,2,0,2,"0.0","0.0",0,"Marcos","0.0",227,FALSE,"Joined Estudiantes on loan until the end of the season on 30/1. - Expected back 01 Aug","2019-11-22T11:30:18.673309Z",48,"58893.jpg","1.0","Rojo","0.1",FALSE,NA,"n",12,1,3,4873,0,12231,0,"0.0","0.6","Rojo",121,0,0,0,2,0,0,0,1,0,0,0,9,"20.2","1.9","6.0","2.8",450,170,455,172,433,160,471,174,"Marcos Rojo"
"362",100,75,197365,0,0,-3,3,0,2,"0.5","0.4",0,"Eric","0.1",228,FALSE,"","2020-07-19T19:30:19.834036Z",47,"197365.jpg","2.2","Bailly","0.1",FALSE,NA,"a",12,1,9,12133,0,12117,0,"0.0","1.9","Bailly",148,0,0,1,1,0,0,0,0,0,0,0,40,"32.0","1.0","0.0","3.3",438,166,470,177,627,217,463,170,"Eric Bailly"
"363",100,100,216051,0,0,-1,1,0,2,"0.5","0.5",0,"José Diogo","0.0",229,FALSE,"","2020-03-13T10:30:19.027485Z",49,"216051.jpg","1.0","Dalot Teixeira","0.1",FALSE,NA,"a",12,1,4,2243,0,11657,0,"0.0","0.8","Dalot",65,0,0,0,1,0,0,0,0,0,0,0,10,"10.4","4.3","6.0","1.9",466,175,442,165,434,161,478,176,"José Diogo Dalot Teixeira"
"364",0,0,40002,0,0,-1,1,0,2,"0.0","0.0",0,"Matteo","0.0",230,FALSE,"Joined Parma on a permanent deal on 2/9","2019-09-02T10:00:09.526159Z",49,"40002.jpg","0.0","Darmian","0.0",FALSE,NA,"u",12,1,0,647,0,5008,0,"0.0","0.0","Darmian",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",645,220,640,220,636,219,647,220,"Matteo Darmian"
"365",0,0,76359,0,0,-3,3,0,2,"0.0","0.0",0,"Phil","0.0",231,FALSE,"Unknown - Unknown return date","2020-06-11T09:30:16.200234Z",47,"76359.jpg","1.0","Jones","0.1",FALSE,NA,"i",12,1,2,5276,0,14296,0,"0.0","0.4","Jones",135,0,0,0,3,0,0,0,0,0,0,0,22,"21.4","3.0","23.0","4.7",449,169,448,168,387,140,454,166,"Phil Jones"
"366",0,0,66749,0,0,0,0,0,4,"0.0","0.0",0,"Romelu","0.0",232,FALSE,"Joined Inter Milan on a permanent deal on 8/8","2019-08-08T16:00:18.534831Z",85,"66749.jpg","0.0","Lukaku","0.3",FALSE,NA,"u",12,1,0,2787,0,32204,0,"0.0","0.0","Lukaku",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",665,92,666,92,666,92,666,92,"Romelu Lukaku"
"367",100,100,176297,0,0,4,-4,5,4,"5.5","5.1",2,"Marcus","4.6",233,FALSE,"","2020-01-11T22:00:19.929400Z",89,"176297.jpg","5.7","Rashford","18.1",FALSE,NA,"a",12,1,177,4296358,0,4395817,0,"0.5","19.9","Rashford",2645,17,8,9,29,0,0,2,3,0,0,31,665,"887.0","563.7","1265.0","271.7",19,5,40,4,13,10,15,7,"Marcus Rashford"
"368",100,100,220688,0,0,3,-3,1,4,"8.0","7.2",2,"Mason","6.7",234,FALSE,"","2020-07-15T17:00:22.587195Z",48,"220688.jpg","3.3","Greenwood","26.9",FALSE,NA,"a",12,1,103,3138405,0,2256657,0,"1.4","21.5","Greenwood",1303,10,1,6,13,0,0,0,0,0,0,17,430,"449.6","222.7","502.0","117.0",157,21,184,27,74,36,115,26,"Mason Greenwood"
"369",100,100,51940,0,0,-2,2,3,1,"4.7","5.1",7,"David","4.6",235,FALSE,"","2019-10-15T20:30:15.609048Z",53,"51940.jpg","3.8","de Gea","11.5",FALSE,NA,"a",12,1,143,1055461,0,1282006,0,"0.9","27.0","de Gea",3420,0,0,13,36,0,0,0,2,0,95,8,630,"695.0","0.0","0.0","69.2",55,13,657,72,655,70,236,13,"David de Gea"
"370",NA,NA,42899,0,0,-4,4,0,1,"0.5","0.5",0,"Sergio","0.0",236,FALSE,"",NA,46,"42899.jpg","0.0","Romero","0.2",FALSE,NA,"a",12,1,0,5652,0,13195,0,"0.0","0.0","Romero",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",637,72,627,61,616,58,639,72,"Sergio Romero"
"371",100,100,6744,0,0,-3,3,0,1,"0.5","0.5",0,"Lee","0.0",237,FALSE,"","2020-02-26T12:00:21.858182Z",47,"6744.jpg","0.0","Grant","0.1",FALSE,NA,"a",12,1,0,1034,0,5379,0,"0.0","0.0","Grant",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",639,73,629,62,620,59,641,73,"Lee Grant"
"372",100,100,74208,0,0,-2,2,1,3,"4.7","4.4",2,"Paul","3.9",238,FALSE,"","2020-01-01T22:00:21.579969Z",83,"74208.jpg","3.2","Pogba","3.5",FALSE,NA,"a",12,1,51,547704,0,873073,0,"0.5","6.1","Pogba",1202,1,4,6,9,0,0,1,1,0,0,2,215,"295.8","420.0","193.0","91.0",245,100,93,66,203,108,173,87,"Paul Pogba"
"373",100,100,148225,0,0,10,-10,5,3,"8.7","8.4",6,"Anthony","7.9",239,TRUE,"","2020-03-11T23:00:15.982993Z",85,"148225.jpg","6.2","Martial","22.5",FALSE,NA,"a",12,1,200,4341987,0,3179579,0,"0.9","23.5","Martial",2625,17,9,14,27,0,0,1,1,0,0,14,544,"855.6","439.3","1297.0","259.4",22,6,80,56,11,3,16,8,"Anthony Martial"
"374",0,0,37265,0,0,-2,2,0,3,"0.0","0.0",0,"Alexis","0.0",240,FALSE,"Joined Inter on loan until the end of the season on 29/8. - Expected back 01 Aug","2019-08-09T10:00:14.686303Z",68,"37265.jpg","0.0","Sánchez","0.4",FALSE,NA,"n",12,1,0,1975,0,44847,0,"0.0","0.0","Sánchez",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",663,276,664,277,664,277,664,277,"Alexis Sánchez"
"375",100,100,109322,0,0,-2,2,0,3,"0.7","1.5",6,"Jesse","1.0",241,FALSE,"","2020-03-13T10:30:19.085305Z",63,"109322.jpg","1.5","Lingard","0.7",FALSE,NA,"a",12,1,32,64075,0,129253,0,"0.2","5.1","Lingard",923,1,0,1,14,0,0,0,3,0,0,0,99,"109.0","278.2","297.0","68.2",375,157,151,95,135,73,241,117,"Jesse Lingard"
"376",NA,NA,43670,0,0,-4,4,1,3,"0.7","0.6",0,"Juan","0.1",242,FALSE,"",NA,61,"43670.jpg","2.0","Mata","0.4",FALSE,NA,"a",12,1,38,26580,0,45423,0,"0.0","6.2","Mata",747,0,2,4,8,0,0,0,1,0,0,2,139,"109.2","293.9","130.0","53.4",374,156,142,88,251,130,289,137,"Juan Mata"
"377",100,100,200617,0,0,-3,3,0,3,"1.2","1.1",0,"Daniel","0.6",243,FALSE,"","2020-03-04T10:30:26.710993Z",57,"200617.jpg","2.9","James","4.9",FALSE,NA,"a",12,1,95,1848854,0,1796488,0,"0.1","16.7","James",2281,3,6,7,29,0,0,0,4,0,0,2,308,"415.2","428.1","622.0","146.0",180,71,86,59,58,31,72,42,"Daniel James"
"378",NA,NA,101582,0,0,-4,4,0,3,"0.8","0.8",0,"Frederico","0.3",244,FALSE,"",NA,51,"101582.jpg","1.7","Rodrigues de Paula Santos","0.3",FALSE,NA,"a",12,1,50,40736,0,40860,0,"0.1","9.8","Fred",2157,0,0,6,26,0,0,0,8,0,0,0,358,"430.6","542.7","260.0","123.5",172,65,46,35,157,91,105,60,"Frederico Rodrigues de Paula Santos"
"379",0,0,209041,0,0,-3,3,0,3,"0.0","0.0",0,"Angel","0.0",245,FALSE,"Contract with club expired on 30/6","2020-06-30T23:30:23.021695Z",47,"209041.jpg","1.0","Gomes","0.1",FALSE,NA,"u",12,1,2,6235,0,11945,0,"0.0","0.4","Gomes",19,0,0,0,1,0,0,0,0,0,0,0,7,"4.2","24.8","2.0","3.1",483,205,396,189,446,206,465,194,"Angel Gomes"
"380",NA,NA,156689,0,0,-3,3,0,3,"0.7","0.6",0,"Andreas","0.1",246,FALSE,"",NA,47,"156689.jpg","2.4","Pereira","0.4",FALSE,NA,"a",12,1,60,128659,0,136510,0,"0.0","12.8","Pereira",1478,1,3,6,16,0,0,0,3,0,0,1,198,"245.6","432.1","343.0","102.3",279,114,84,58,115,60,146,77,"Andreas Pereira"
"381",100,100,62398,0,0,-2,2,0,3,"3.0","3.1",3,"Nemanja","2.6",247,FALSE,"","2020-01-29T23:00:26.987873Z",48,"62398.jpg","2.6","Matic","0.4",FALSE,NA,"a",12,1,55,29913,0,51876,0,"0.5","11.5","Matic",1578,0,2,10,13,0,0,0,2,0,0,2,287,"357.4","250.3","53.0","66.2",205,84,165,103,346,167,247,119,"Nemanja Matic"
"382",100,100,195851,0,0,-2,2,0,3,"1.5","1.5",1,"Scott","1.0",248,FALSE,"","2019-12-26T20:30:10.514072Z",48,"195851.jpg","2.7","McTominay","1.0",FALSE,NA,"a",12,1,74,428717,0,437366,0,"0.2","15.4","McTominay",1765,3,2,3,20,0,0,0,2,0,0,6,310,"415.6","238.4","310.0","96.4",179,70,175,109,131,71,163,83,"Scott McTominay"
"383",NA,NA,222677,0,0,-3,3,0,3,"0.5","0.5",0,"Tahith","0.0",249,FALSE,"",NA,42,"222677.jpg","1.0","Chong","0.5",FALSE,NA,"a",12,1,3,99203,0,94600,0,"0.0","0.7","Chong",34,0,0,0,0,0,0,0,0,0,0,0,6,"1.4","1.1","6.0","0.7",498,211,467,209,430,200,497,212,"Tahith Chong"
"384",NA,NA,232928,0,0,-2,2,0,3,"0.5","0.5",0,"James","0.0",250,FALSE,"",NA,43,"232928.jpg","1.0","Garner","0.2",FALSE,NA,"a",12,1,1,29197,0,29967,0,"0.0","0.2","Garner",8,0,0,0,1,0,0,0,0,0,0,0,3,"2.2","2.8","0.0","0.5",494,209,449,203,551,219,498,213,"James Garner"
"385",0,0,180804,0,0,-1,1,0,2,"0.0","0.0",0,"Axel","0.0",481,FALSE,"Unknown - Expected back 01 Sep","2020-06-18T11:30:15.835129Z",44,"180804.jpg","1.4","Tuanzebe","0.1",FALSE,NA,"i",12,1,7,8149,0,13781,0,"0.0","1.6","Tuanzebe",187,0,0,0,3,0,0,0,0,0,0,0,30,"17.6","6.2","0.0","2.4",455,172,437,162,560,213,476,175,"Axel Tuanzebe"
"386",100,100,232937,0,0,-2,2,1,2,"1.3","2.2",7,"Brandon","1.7",549,FALSE,"","2020-07-13T21:30:25.254813Z",38,"232937.jpg","3.0","Williams","3.4",FALSE,NA,"a",12,1,51,757508,0,536834,0,"0.4","13.4","Williams",1003,1,1,5,11,0,0,0,6,0,0,3,228,"200.0","191.2","100.0","49.2",313,121,204,50,281,83,306,101,"Brandon Williams"
"387",NA,NA,141746,0,0,10,-10,6,3,"9.8","10.1",11,"Bruno Miguel","9.6",618,FALSE,"",NA,90,"141746.jpg","8.4","Borges Fernandes","28.4",FALSE,NA,"a",12,1,117,2639175,0,536915,0,"1.1","13.0","Fernandes",1187,8,8,9,6,0,0,0,2,0,0,18,366,"551.8","479.3","361.0","139.2",102,34,62,45,107,55,82,48,"Bruno Miguel Borges Fernandes"
